candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-074-01-tony-xu,Tony Xu,1985,YC founder,,,,,https://en.wikipedia.org/wiki/Tony_Xu,unresearched,unverified_candidate,Curated: YC founder
2,fe-074-02-sara-soueidan,Sara Soueidan,1989,web developer,,,,,https://en.wikipedia.org/wiki/Sara_Soueidan,unresearched,unverified_candidate,Curated: web developer
3,fe-074-03-william-martin-boyce,William Martin Boyce,,American computer scientists,,,,,https://en.wikipedia.org/wiki/William_Martin_Boyce,unresearched,unverified_candidate,Wikipedia category: American computer scientists
4,fe-074-04-valery-sizov,Valery Sizov,,GitLab engineer,,,,,https://en.wikipedia.org/wiki/Valery_Sizov,unresearched,unverified_candidate,Curated: GitLab engineer
5,fe-074-05-sara-hooker,Sara Hooker,,Cohere researcher,,,,,https://en.wikipedia.org/wiki/Sara_Hooker,unresearched,unverified_candidate,Curated: Cohere researcher
6,fe-074-06-robert-carr-(programmer),Robert Carr (programmer),,American software engineers,,,,,https://en.wikipedia.org/wiki/Robert_Carr_(programmer),unresearched,unverified_candidate,Wikipedia category: American software engineers
7,fe-074-07-mira-murati,Mira Murati,1988,OpenAI CTO,,,,,https://en.wikipedia.org/wiki/Mira_Murati,unresearched,unverified_candidate,Curated: OpenAI CTO
8,fe-074-08-william-entriken,William Entriken,,American software engineers,,,,,https://en.wikipedia.org/wiki/William_Entriken,unresearched,unverified_candidate,Wikipedia category: American software engineers
9,fe-074-09-ronan-collobert,Ronan Collobert,,ML researcher,,,,,https://en.wikipedia.org/wiki/Ronan_Collobert,unresearched,unverified_candidate,Curated: ML researcher
10,fe-074-10-robyn-lutz,Robyn Lutz,,American software engineers,,,,,https://en.wikipedia.org/wiki/Robyn_Lutz,unresearched,unverified_candidate,Wikipedia category: American software engineers
11,fe-074-11-darragh-buckley,Darragh Buckley,,American software engineers,,,,,https://en.wikipedia.org/wiki/Darragh_Buckley,unresearched,unverified_candidate,Wikipedia category: American software engineers
12,fe-074-12-samuel-n.-alexander,Samuel N. Alexander,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Samuel_N._Alexander,unresearched,unverified_candidate,Wikipedia category: American computer scientists
