candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-x-201-01-paul-irish,Paul Irish,1982,X eng @paul_irish (250k followers): Chrome DevTools,,,,,https://en.wikipedia.org/wiki/Paul_Irish,unresearched,unverified_candidate,X high-follower engineer/founder @paul_irish ~250000 followers; Chrome DevTools
2,fe-x-201-02-jake-archibald,Jake Archibald,1984,X eng @jaffathecake (150k followers): Chrome engineer,,,,,https://en.wikipedia.org/wiki/Jake_Archibald,unresearched,unverified_candidate,X high-follower engineer/founder @jaffathecake ~150000 followers; Chrome engineer
3,fe-x-201-03-rich-harris,Rich Harris,1987,X eng @Rich_Harris (80k followers): Svelte,,,,,https://en.wikipedia.org/wiki/Rich_Harris,unresearched,unverified_candidate,X high-follower engineer/founder @Rich_Harris ~80000 followers; Svelte
4,fe-x-201-04-taylor-otwell,Taylor Otwell,1986,X eng @taylorotwell (150k followers): Laravel,,,,,https://en.wikipedia.org/wiki/Taylor_Otwell,unresearched,unverified_candidate,X high-follower engineer/founder @taylorotwell ~150000 followers; Laravel
5,fe-x-201-05-adam-wathan,Adam Wathan,1989,X eng @adamwathan (150k followers): Tailwind,,,,,https://en.wikipedia.org/wiki/Adam_Wathan,unresearched,unverified_candidate,X high-follower engineer/founder @adamwathan ~150000 followers; Tailwind
6,fe-x-201-06-fabien-potencier,Fabien Potencier,1979,X eng @fabpot (100k followers): Symfony,,,,,https://en.wikipedia.org/wiki/Fabien_Potencier,unresearched,unverified_candidate,X high-follower engineer/founder @fabpot ~100000 followers; Symfony
7,fe-x-201-07-graydon-hoare,Graydon Hoare,1977,X eng @graydon_pub (50k followers): Rust,,,,,https://en.wikipedia.org/wiki/Graydon_Hoare,unresearched,unverified_candidate,X high-follower engineer/founder @graydon_pub ~50000 followers; Rust
8,fe-x-201-08-andrew-kelley,Andrew Kelley,1990,X eng @andrewrk (50k followers): Zig,,,,,https://en.wikipedia.org/wiki/Andrew_Kelley,unresearched,unverified_candidate,X high-follower engineer/founder @andrewrk ~50000 followers; Zig
9,fe-x-201-09-russ-cox,Russ Cox,1978,X eng @rsc (60k followers): Go,,,,,https://en.wikipedia.org/wiki/Russ_Cox,unresearched,unverified_candidate,X high-follower engineer/founder @rsc ~60000 followers; Go
10,fe-x-201-10-salvatore-sanfilippo,Salvatore Sanfilippo,1977,X eng @antirez (120k followers): Redis,,,,,https://en.wikipedia.org/wiki/Salvatore_Sanfilippo,unresearched,unverified_candidate,X high-follower engineer/founder @antirez ~120000 followers; Redis
11,fe-x-201-11-hadley-wickham,Hadley Wickham,1979,X eng @hadleywickham (150k followers): R tidyverse,,,,,https://en.wikipedia.org/wiki/Hadley_Wickham,unresearched,unverified_candidate,X high-follower engineer/founder @hadleywickham ~150000 followers; R tidyverse
12,fe-x-201-12-wes-mckinney,Wes McKinney,1985,X eng @wesmckinn (80k followers): pandas,,,,,https://en.wikipedia.org/wiki/Wes_McKinney,unresearched,unverified_candidate,X high-follower engineer/founder @wesmckinn ~80000 followers; pandas
