candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-039-01-gordon-ting,Gordon Ting,,Docker engineer,,,,,https://en.wikipedia.org/wiki/Gordon_Ting,unresearched,unverified_candidate,Curated: Docker engineer
2,fe-039-02-kyle-davies,Kyle Davies,,3AC founder,,,,,https://en.wikipedia.org/wiki/Kyle_Davies,unresearched,unverified_candidate,Curated: 3AC founder
3,fe-039-03-carlos-pizano,Carlos Pizano,,Chrome engineer,,,,,https://en.wikipedia.org/wiki/Carlos_Pizano,unresearched,unverified_candidate,Curated: Chrome engineer
4,fe-039-04-matt-dillahunty,Matt Dillahunty,,American software engineers,,,,,https://en.wikipedia.org/wiki/Matt_Dillahunty,unresearched,unverified_candidate,Wikipedia category: American software engineers
5,fe-039-05-hugo-touvron,Hugo Touvron,1993,AI researcher,,,,,https://en.wikipedia.org/wiki/Hugo_Touvron,unresearched,unverified_candidate,Curated: AI researcher
6,fe-039-06-ryan-dahl,Ryan Dahl,1981,Node.js creator,,,,,https://en.wikipedia.org/wiki/Ryan_Dahl,unresearched,unverified_candidate,Curated: Node.js creator
7,fe-039-07-chris-espinosa,Chris Espinosa,,American software engineers,,,,,https://en.wikipedia.org/wiki/Chris_Espinosa,unresearched,unverified_candidate,Wikipedia category: American software engineers
8,fe-039-08-tom-hull-(critic),Tom Hull (critic),,American software engineers,,,,,https://en.wikipedia.org/wiki/Tom_Hull_(critic),unresearched,unverified_candidate,Wikipedia category: American software engineers
9,fe-039-09-szymon-sidor,Szymon Sidor,,OpenAI engineer,,,,,https://en.wikipedia.org/wiki/Szymon_Sidor,unresearched,unverified_candidate,Curated: OpenAI engineer
10,fe-039-10-patrick-baynes,Patrick Baynes,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Patrick_Baynes,unresearched,unverified_candidate,Wikipedia category: American technology company founders
11,fe-039-11-valerie-barr,Valerie Barr,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Valerie_Barr,unresearched,unverified_candidate,Wikipedia category: American computer scientists
12,fe-039-12-lawrence-brakmo,Lawrence Brakmo,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Lawrence_Brakmo,unresearched,unverified_candidate,Wikipedia category: American computer scientists
