candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-088-01-jordan-crook,Jordan Crook,,tech writer,,,,,https://en.wikipedia.org/wiki/Jordan_Crook,unresearched,unverified_candidate,Curated: tech writer
2,fe-088-02-butler-lampson,Butler Lampson,1943,CS researcher,,,,,https://en.wikipedia.org/wiki/Butler_Lampson,unresearched,unverified_candidate,Curated: CS researcher
3,fe-088-03-ralph-h.-baer,Ralph H. Baer,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Ralph_H._Baer,unresearched,unverified_candidate,Wikipedia category: American technology company founders
4,fe-088-04-henriette-avram,Henriette Avram,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Henriette_Avram,unresearched,unverified_candidate,Wikipedia category: American computer scientists
5,fe-088-05-william-n.-carrico-jr.,William N. Carrico Jr.,,American computer scientists,,,,,https://en.wikipedia.org/wiki/William_N._Carrico_Jr.,unresearched,unverified_candidate,Wikipedia category: American computer scientists
6,fe-088-06-tim-berners-lee,Tim Berners-Lee,1955,WWW creator,,,,,https://en.wikipedia.org/wiki/Tim_Berners-Lee,unresearched,unverified_candidate,Curated: WWW creator
7,fe-088-07-trevor-blackwell,Trevor Blackwell,1969,YC founder,,,,,https://en.wikipedia.org/wiki/Trevor_Blackwell,unresearched,unverified_candidate,Curated: YC founder
8,fe-088-08-wynn-netherland,Wynn Netherland,,GitHub engineer,,,,,https://en.wikipedia.org/wiki/Wynn_Netherland,unresearched,unverified_candidate,Curated: GitHub engineer
9,fe-088-09-terry-a.-davis,Terry A. Davis,,American software engineers,,,,,https://en.wikipedia.org/wiki/Terry_A._Davis,unresearched,unverified_candidate,Wikipedia category: American software engineers
10,fe-088-10-timothy-prickett-morgan,Timothy Prickett Morgan,,tech writer,,,,,https://en.wikipedia.org/wiki/Timothy_Prickett_Morgan,unresearched,unverified_candidate,Curated: tech writer
11,fe-088-11-claire-cardie,Claire Cardie,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Claire_Cardie,unresearched,unverified_candidate,Wikipedia category: American computer scientists
12,fe-088-12-jan-leike,Jan Leike,,AI researcher,,,,,https://en.wikipedia.org/wiki/Jan_Leike,unresearched,unverified_candidate,Curated: AI researcher
