candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-079-01-konstantin-guericke,Konstantin Guericke,,LinkedIn founder,,,,,https://en.wikipedia.org/wiki/Konstantin_Guericke,unresearched,unverified_candidate,Curated: LinkedIn founder
2,fe-079-02-dorothy-blum,Dorothy Blum,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Dorothy_Blum,unresearched,unverified_candidate,Wikipedia category: American computer scientists
3,fe-079-03-victoria-chibuogu-nneji,Victoria Chibuogu Nneji,,American software engineers,,,,,https://en.wikipedia.org/wiki/Victoria_Chibuogu_Nneji,unresearched,unverified_candidate,Wikipedia category: American software engineers
4,fe-079-04-hedy-lamarr,Hedy Lamarr,1914,frequency hopping,,,,,https://en.wikipedia.org/wiki/Hedy_Lamarr,unresearched,unverified_candidate,Curated: frequency hopping
5,fe-079-05-janet-wojcicki,Janet Wojcicki,,tech adjacent,,,,,https://en.wikipedia.org/wiki/Janet_Wojcicki,unresearched,unverified_candidate,Curated: tech adjacent
6,fe-079-06-mark-pincus,Mark Pincus,1966,Zynga founder,,,,,https://en.wikipedia.org/wiki/Mark_Pincus,unresearched,unverified_candidate,Curated: Zynga founder
7,fe-079-07-charles-kuta,Charles Kuta,,American software engineers,,,,,https://en.wikipedia.org/wiki/Charles_Kuta,unresearched,unverified_candidate,Wikipedia category: American software engineers
8,fe-079-08-zach-perret,Zach Perret,1986,Plaid founder,,,,,https://en.wikipedia.org/wiki/Zach_Perret,unresearched,unverified_candidate,Curated: Plaid founder
9,fe-079-09-john-schulman,John Schulman,,Anthropic researcher,,,,,https://en.wikipedia.org/wiki/John_Schulman,unresearched,unverified_candidate,Curated: Anthropic researcher
10,fe-079-10-stephen-day,Stephen Day,,Docker engineer,,,,,https://en.wikipedia.org/wiki/Stephen_Day,unresearched,unverified_candidate,Curated: Docker engineer
11,fe-079-11-andrew-ballen,Andrew Ballen,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Andrew_Ballen,unresearched,unverified_candidate,Wikipedia category: American technology company founders
12,fe-079-12-anthony-ha,Anthony Ha,,tech writer,,,,,https://en.wikipedia.org/wiki/Anthony_Ha,unresearched,unverified_candidate,Curated: tech writer
