candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-041-01-jonas-nick,Jonas Nick,,Bitcoin contributor,,,,,https://en.wikipedia.org/wiki/Jonas_Nick,unresearched,unverified_candidate,Curated: Bitcoin contributor
2,fe-041-02-alan-h.-borning,Alan H. Borning,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Alan_H._Borning,unresearched,unverified_candidate,Wikipedia category: American computer scientists
3,fe-041-03-gor-mitic,Gor Mitic,,tech engineer,,,,,https://en.wikipedia.org/wiki/Gor_Mitic,unresearched,unverified_candidate,Curated: tech engineer
4,fe-041-04-adrian-hill-(american-football-official),Adrian Hill (American football official),,American software engineers,,,,,https://en.wikipedia.org/wiki/Adrian_Hill_(American_football_official),unresearched,unverified_candidate,Wikipedia category: American software engineers
5,fe-041-05-kim-binsted,Kim Binsted,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Kim_Binsted,unresearched,unverified_candidate,Wikipedia category: American computer scientists
6,fe-041-06-erik-meijer,Erik Meijer,1963,Rx creator,,,,,https://en.wikipedia.org/wiki/Erik_Meijer,unresearched,unverified_candidate,Curated: Rx creator
7,fe-041-07-herm-wong,Herm Wong,,PhoneGap engineer,,,,,https://en.wikipedia.org/wiki/Herm_Wong,unresearched,unverified_candidate,Curated: PhoneGap engineer
8,fe-041-08-marc-randolph,Marc Randolph,1958,Netflix founder,,,,,https://en.wikipedia.org/wiki/Marc_Randolph,unresearched,unverified_candidate,Curated: Netflix founder
9,fe-041-09-jeff-offutt,Jeff Offutt,,American software engineers,,,,,https://en.wikipedia.org/wiki/Jeff_Offutt,unresearched,unverified_candidate,Wikipedia category: American software engineers
10,fe-041-10-matthew-panzarino,Matthew Panzarino,,tech writer,,,,,https://en.wikipedia.org/wiki/Matthew_Panzarino,unresearched,unverified_candidate,Curated: tech writer
11,fe-041-11-cris-kobryn,Cris Kobryn,,American software engineers,,,,,https://en.wikipedia.org/wiki/Cris_Kobryn,unresearched,unverified_candidate,Wikipedia category: American software engineers
12,fe-041-12-jack-elton-bresenham,Jack Elton Bresenham,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Jack_Elton_Bresenham,unresearched,unverified_candidate,Wikipedia category: American computer scientists
