candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-095-01-aileen-lee,Aileen Lee,1970,Cowboy Ventures,,,,,https://en.wikipedia.org/wiki/Aileen_Lee,unresearched,unverified_candidate,High-yield curated: Cowboy Ventures
2,fe-095-02-katrina-lake,Katrina Lake,1982,Stitch Fix,,,,,https://en.wikipedia.org/wiki/Katrina_Lake,unresearched,unverified_candidate,High-yield curated: Stitch Fix
3,fe-095-03-anne-wojcicki,Anne Wojcicki,1973,23andMe,,,,,https://en.wikipedia.org/wiki/Anne_Wojcicki,unresearched,unverified_candidate,High-yield curated: 23andMe
4,fe-095-04-leah-culver,Leah Culver,1983,Pownce,,,,,https://en.wikipedia.org/wiki/Leah_Culver,unresearched,unverified_candidate,High-yield curated: Pownce
5,fe-095-05-caterina-fake,Caterina Fake,1969,Flickr,,,,,https://en.wikipedia.org/wiki/Caterina_Fake,unresearched,unverified_candidate,High-yield curated: Flickr
6,fe-095-06-mitchell-hashimoto,Mitchell Hashimoto,1988,HashiCorp,,,,,https://en.wikipedia.org/wiki/Mitchell_Hashimoto,unresearched,unverified_candidate,High-yield curated: HashiCorp
7,fe-095-07-armon-dadgar,Armon Dadgar,1989,HashiCorp,,,,,https://en.wikipedia.org/wiki/Armon_Dadgar,unresearched,unverified_candidate,High-yield curated: HashiCorp
8,fe-095-08-solomon-hykes,Solomon Hykes,1983,Docker,,,,,https://en.wikipedia.org/wiki/Solomon_Hykes,unresearched,unverified_candidate,High-yield curated: Docker
9,fe-095-09-eric-yuan,Eric Yuan,1970,Zoom,,,,,https://en.wikipedia.org/wiki/Eric_Yuan,unresearched,unverified_candidate,High-yield curated: Zoom
10,fe-095-10-brian-halligan,Brian Halligan,1967,HubSpot,,,,,https://en.wikipedia.org/wiki/Brian_Halligan,unresearched,unverified_candidate,High-yield curated: HubSpot
11,fe-095-11-cheng-wei,Cheng Wei,1983,Didi,,,,,https://en.wikipedia.org/wiki/Cheng_Wei,unresearched,unverified_candidate,High-yield curated: Didi
12,fe-095-12-zhang-yiming,Zhang Yiming,1983,ByteDance,,,,,https://en.wikipedia.org/wiki/Zhang_Yiming,unresearched,unverified_candidate,High-yield curated: ByteDance
