candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-075-01-anita-carleton,Anita Carleton,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Anita_Carleton,unresearched,unverified_candidate,Wikipedia category: American computer scientists
2,fe-075-02-peter-zijlstra,Peter Zijlstra,,Linux kernel maintainer,,,,,https://en.wikipedia.org/wiki/Peter_Zijlstra,unresearched,unverified_candidate,Curated: Linux kernel maintainer
3,fe-075-03-sarita-adve,Sarita Adve,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Sarita_Adve,unresearched,unverified_candidate,Wikipedia category: American computer scientists
4,fe-075-04-martin-fowler,Martin Fowler,1963,software architect,,,,,https://en.wikipedia.org/wiki/Martin_Fowler,unresearched,unverified_candidate,Curated: software architect
5,fe-075-05-ruth-porat,Ruth Porat,1957,Google CFO,,,,,https://en.wikipedia.org/wiki/Ruth_Porat,unresearched,unverified_candidate,Curated: Google CFO
6,fe-075-06-alexander-rush,Alexander Rush,,AI researcher,,,,,https://en.wikipedia.org/wiki/Alexander_Rush,unresearched,unverified_candidate,Curated: AI researcher
7,fe-075-07-shawn-bohner,Shawn Bohner,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Shawn_Bohner,unresearched,unverified_candidate,Wikipedia category: American computer scientists
8,fe-075-08-karen-sparck-jones,Karen Sparck Jones,1935,IR pioneer,,,,,https://en.wikipedia.org/wiki/Karen_Sparck_Jones,unresearched,unverified_candidate,Curated: IR pioneer
9,fe-075-09-tom-gilb,Tom Gilb,,American software engineers,,,,,https://en.wikipedia.org/wiki/Tom_Gilb,unresearched,unverified_candidate,Wikipedia category: American software engineers
10,fe-075-10-gordon-bell,Gordon Bell,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Gordon_Bell,unresearched,unverified_candidate,Wikipedia category: American computer scientists
11,fe-075-11-albert-f.-case-jr.,Albert F. Case Jr.,,American software engineers,,,,,https://en.wikipedia.org/wiki/Albert_F._Case_Jr.,unresearched,unverified_candidate,Wikipedia category: American software engineers
12,fe-075-12-bob-bemer,Bob Bemer,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Bob_Bemer,unresearched,unverified_candidate,Wikipedia category: American computer scientists
