candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-x2-211-01-kit-cambridge,Kit Cambridge,1990,X @kitcambridge (40k): lodash,,,,,https://github.com/kitcambridge,unresearched,unverified_candidate,X young-builder wave @kitcambridge ~40000 followers; lodash
2,fe-x2-211-02-john-david-dalton,John-David Dalton,1982,X @jdalton (50k): lodash,,,,,https://en.wikipedia.org/wiki/John-David_Dalton,unresearched,unverified_candidate,X young-builder wave @jdalton ~50000 followers; lodash
3,fe-x2-211-03-mathias-bynens,Mathias Bynens,1986,X @mathias (80k): Chrome V8,,,,,https://en.wikipedia.org/wiki/Mathias_Bynens,unresearched,unverified_candidate,X young-builder wave @mathias ~80000 followers; Chrome V8
4,fe-x2-211-04-surma,Surma,1986,X @DasSurma (50k): Chrome,,,,,https://en.wikipedia.org/wiki/Surma_(developer),unresearched,unverified_candidate,X young-builder wave @DasSurma ~50000 followers; Chrome
5,fe-x2-211-05-adam-argyle,Adam Argyle,1985,X @argyleink (80k): Chrome CSS,,,,,https://twitter.com/argyleink,unresearched,unverified_candidate,X young-builder wave @argyleink ~80000 followers; Chrome CSS
6,fe-x2-211-06-bramus-van-damme,Bramus Van Damme,1986,X @bramus (50k): Chrome CSS,,,,,https://www.bram.us,unresearched,unverified_candidate,X young-builder wave @bramus ~50000 followers; Chrome CSS
7,fe-x2-211-07-josh-comeau,Josh Comeau,1990,X @JoshWComeau (100k): React CSS educator,,,,,https://www.joshwcomeau.com,unresearched,unverified_candidate,X young-builder wave @JoshWComeau ~100000 followers; React CSS educator
8,fe-x2-211-08-jason-wei,Jason Wei,1998,X @JasonWei2 (50k): OpenAI chain of thought,,,,,https://en.wikipedia.org/wiki/Jason_Wei,unresearched,unverified_candidate,X young-builder wave @JasonWei2 ~50000 followers; OpenAI chain of thought
9,fe-x2-211-09-lukasz-kaiser,Lukasz Kaiser,1982,X @lukaszkaiser (40k): Transformer,,,,,https://en.wikipedia.org/wiki/%C5%81ukasz_Kaiser,unresearched,unverified_candidate,X young-builder wave @lukaszkaiser ~40000 followers; Transformer
10,fe-x2-211-10-barret-zoph,Barret Zoph,1990,X @barretzoph (40k): NAS Google,,,,,https://en.wikipedia.org/wiki/Barret_Zoph,unresearched,unverified_candidate,X young-builder wave @barretzoph ~40000 followers; NAS Google
11,fe-x2-211-11-samy-bengio,Samy Bengio,1965,X @samybengio (50k): Google AI,,,,,https://en.wikipedia.org/wiki/Samy_Bengio,unresearched,unverified_candidate,X young-builder wave @samybengio ~50000 followers; Google AI
12,fe-x2-211-12-alex-morcos,Alex Morcos,1980,X @morcosa (40k): Chaincode,,,,,https://en.wikipedia.org/wiki/Alex_Morcos,unresearched,unverified_candidate,X young-builder wave @morcosa ~40000 followers; Chaincode
