candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-069-01-brendan-eich,Brendan Eich,1961,JavaScript creator,,,,,https://en.wikipedia.org/wiki/Brendan_Eich,unresearched,unverified_candidate,Curated: JavaScript creator
2,fe-069-02-henrique-dubugras,Henrique Dubugras,1996,YC founder,,,,,https://en.wikipedia.org/wiki/Henrique_Dubugras,unresearched,unverified_candidate,Curated: YC founder
3,fe-069-03-amir-chetrit,Amir Chetrit,,Ethereum founder,,,,,https://en.wikipedia.org/wiki/Amir_Chetrit,unresearched,unverified_candidate,Curated: Ethereum founder
4,fe-069-04-quincy-k.-brown,Quincy K. Brown,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Quincy_K._Brown,unresearched,unverified_candidate,Wikipedia category: American computer scientists
5,fe-069-05-nishad-singh,Nishad Singh,1996,FTX engineer,,,,,https://en.wikipedia.org/wiki/Nishad_Singh,unresearched,unverified_candidate,Curated: FTX engineer
6,fe-069-06-andrew-hodges,Andrew Hodges,,tech engineer,,,,,https://en.wikipedia.org/wiki/Andrew_Hodges,unresearched,unverified_candidate,Curated: tech engineer
7,fe-069-07-aanand-prasad,Aanand Prasad,,Docker engineer,,,,,https://en.wikipedia.org/wiki/Aanand_Prasad,unresearched,unverified_candidate,Curated: Docker engineer
8,fe-069-08-lachy-groom,Lachy Groom,,YC partner,,,,,https://en.wikipedia.org/wiki/Lachy_Groom,unresearched,unverified_candidate,Curated: YC partner
9,fe-069-09-keith-rabois,Keith Rabois,1969,tech investor,,,,,https://en.wikipedia.org/wiki/Keith_Rabois,unresearched,unverified_candidate,Curated: tech investor
10,fe-069-10-annie-easley,Annie Easley,,American software engineers,,,,,https://en.wikipedia.org/wiki/Annie_Easley,unresearched,unverified_candidate,Wikipedia category: American software engineers
11,fe-069-11-david-schwartz,David Schwartz,1964,Ripple CTO,,,,,https://en.wikipedia.org/wiki/David_Schwartz,unresearched,unverified_candidate,Curated: Ripple CTO
12,fe-069-12-aaron-iba,Aaron Iba,,tech founder,,,,,https://en.wikipedia.org/wiki/Aaron_Iba,unresearched,unverified_candidate,Curated: tech founder
