candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-086-01-safal-bora,Safal Bora,,American software engineers,,,,,https://en.wikipedia.org/wiki/Safal_Bora,unresearched,unverified_candidate,Wikipedia category: American software engineers
2,fe-086-02-su-zhu,Su Zhu,1987,3AC founder,,,,,https://en.wikipedia.org/wiki/Su_Zhu,unresearched,unverified_candidate,Curated: 3AC founder
3,fe-086-03-dennis-austin,Dennis Austin,,American software engineers,,,,,https://en.wikipedia.org/wiki/Dennis_Austin,unresearched,unverified_candidate,Wikipedia category: American software engineers
4,fe-086-04-patrick-lewis,Patrick Lewis,,Cohere researcher,,,,,https://en.wikipedia.org/wiki/Patrick_Lewis,unresearched,unverified_candidate,Curated: Cohere researcher
5,fe-086-05-sebastiën-pahl,Sebastiën Pahl,,Docker founder,,,,,https://en.wikipedia.org/wiki/Sebastiën_Pahl,unresearched,unverified_candidate,Curated: Docker founder
6,fe-086-06-divya-gokulnath,Divya Gokulnath,,Byju's founder,,,,,https://en.wikipedia.org/wiki/Divya_Gokulnath,unresearched,unverified_candidate,Curated: Byju's founder
7,fe-086-07-tj-holowaychuk,TJ Holowaychuk,1987,open source maintainer,,,,,https://en.wikipedia.org/wiki/TJ_Holowaychuk,unresearched,unverified_candidate,Curated: open source maintainer
8,fe-086-08-andrew-trader,Andrew Trader,,Zynga founder,,,,,https://en.wikipedia.org/wiki/Andrew_Trader,unresearched,unverified_candidate,Curated: Zynga founder
9,fe-086-09-karina-nguyen,Karina Nguyen,,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Karina_Nguyen,unresearched,unverified_candidate,Curated: OpenAI researcher
10,fe-086-10-jon-bentley-(computer-scientist),Jon Bentley (computer scientist),,American computer scientists,,,,,https://en.wikipedia.org/wiki/Jon_Bentley_(computer_scientist),unresearched,unverified_candidate,Wikipedia category: American computer scientists
11,fe-086-11-antoine-cotten,Antoine Cotten,,Docker engineer,,,,,https://en.wikipedia.org/wiki/Antoine_Cotten,unresearched,unverified_candidate,Curated: Docker engineer
12,fe-086-12-nick-frosst,Nick Frosst,1995,Cohere founder,,,,,https://en.wikipedia.org/wiki/Nick_Frosst,unresearched,unverified_candidate,Curated: Cohere founder
