candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-x-204-01-cassidy-williams,Cassidy Williams,1994,X eng @cassidoo (200k followers): devrel engineer,,,,,https://en.wikipedia.org/wiki/Cassidy_Williams,unresearched,unverified_candidate,X high-follower engineer/founder @cassidoo ~200000 followers; devrel engineer
2,fe-x-204-02-emma-bostian,Emma Bostian,1992,X eng @EmmaBostian (100k followers): Spotify eng,,,,,https://en.wikipedia.org/wiki/Emma_Bostian,unresearched,unverified_candidate,X high-follower engineer/founder @EmmaBostian ~100000 followers; Spotify eng
3,fe-x-204-03-ali-spittel,Ali Spittel,1992,X eng @ASpittel (100k followers): AWS eng,,,,,https://en.wikipedia.org/wiki/Ali_Spittel,unresearched,unverified_candidate,X high-follower engineer/founder @ASpittel ~100000 followers; AWS eng
4,fe-x-204-04-josh-w-comeau,Josh W Comeau,1990,X eng @JoshWComeau (100k followers): CSS React educator,,,,,https://en.wikipedia.org/wiki/Josh_Comeau,unresearched,unverified_candidate,X high-follower engineer/founder @JoshWComeau ~100000 followers; CSS React educator
5,fe-x-204-05-max-stoiber,Max Stoiber,1994,X eng @mxstbr (80k followers): styled-components,,,,,https://en.wikipedia.org/wiki/Max_Stoiber,unresearched,unverified_candidate,X high-follower engineer/founder @mxstbr ~80000 followers; styled-components
6,fe-x-204-06-james-snell,James Snell,1978,X eng @jasnell (40k followers): Node core,,,,,https://en.wikipedia.org/wiki/James_M_Snell,unresearched,unverified_candidate,X high-follower engineer/founder @jasnell ~40000 followers; Node core
7,fe-x-204-07-myles-borins,Myles Borins,1988,X eng @MylesBorins (40k followers): Node Google,,,,,https://en.wikipedia.org/wiki/Myles_Borins,unresearched,unverified_candidate,X high-follower engineer/founder @MylesBorins ~40000 followers; Node Google
8,fe-x-204-08-sebastian-mckenzie,Sebastian McKenzie,1995,X eng @sebmck (80k followers): Babel Yarn,,,,,https://en.wikipedia.org/wiki/Sebastian_McKenzie,unresearched,unverified_candidate,X high-follower engineer/founder @sebmck ~80000 followers; Babel Yarn
9,fe-x-204-09-henry-zhu,Henry Zhu,1993,X eng @left_pad (50k followers): Babel,,,,,https://en.wikipedia.org/wiki/Henry_Zhu,unresearched,unverified_candidate,X high-follower engineer/founder @left_pad ~50000 followers; Babel
10,fe-x-204-10-christopher-chedeau,Christopher Chedeau,1990,X eng @vjeux (80k followers): React CSS-in-JS,,,,,https://en.wikipedia.org/wiki/Christopher_Chedeau,unresearched,unverified_candidate,X high-follower engineer/founder @vjeux ~80000 followers; React CSS-in-JS
11,fe-x-204-11-sebastian-markb-ge,Sebastian Markbåge,1985,X eng @sebmarkbage (50k followers): React core,,,,,https://en.wikipedia.org/wiki/Sebastian_Markb%C3%A5ge,unresearched,unverified_candidate,X high-follower engineer/founder @sebmarkbage ~50000 followers; React core
12,fe-x-204-12-andrew-clark,Andrew Clark,1989,X eng @acdlite (80k followers): React core,,,,,https://en.wikipedia.org/wiki/Andrew_Clark_(software_engineer),unresearched,unverified_candidate,X high-follower engineer/founder @acdlite ~80000 followers; React core
