candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-096-01-tony-fadell,Tony Fadell,1969,iPod/Nest,,,,,https://en.wikipedia.org/wiki/Tony_Fadell,unresearched,unverified_candidate,High-yield curated v2: iPod/Nest
2,fe-096-02-jonathan-ive,Jonathan Ive,1967,Apple design,,,,,https://en.wikipedia.org/wiki/Jony_Ive,unresearched,unverified_candidate,High-yield curated v2: Apple design
3,fe-096-03-craig-federighi,Craig Federighi,1969,Apple software,,,,,https://en.wikipedia.org/wiki/Craig_Federighi,unresearched,unverified_candidate,High-yield curated v2: Apple software
4,fe-096-04-eddy-cue,Eddy Cue,1964,Apple services,,,,,https://en.wikipedia.org/wiki/Eddy_Cue,unresearched,unverified_candidate,High-yield curated v2: Apple services
5,fe-096-05-phil-libin,Phil Libin,1972,Evernote,,,,,https://en.wikipedia.org/wiki/Phil_Libin,unresearched,unverified_candidate,High-yield curated v2: Evernote
6,fe-096-06-eric-ries,Eric Ries,1978,Lean Startup,,,,,https://en.wikipedia.org/wiki/Eric_Ries,unresearched,unverified_candidate,High-yield curated v2: Lean Startup
7,fe-096-07-steve-blank,Steve Blank,1953,customer development,,,,,https://en.wikipedia.org/wiki/Steve_Blank,unresearched,unverified_candidate,High-yield curated v2: customer development
8,fe-096-08-naval-ravikant,Naval Ravikant,1974,AngelList,,,,,https://en.wikipedia.org/wiki/Naval_Ravikant,unresearched,unverified_candidate,High-yield curated v2: AngelList
9,fe-096-09-keith-rabois,Keith Rabois,1969,PayPal mafia,,,,,https://en.wikipedia.org/wiki/Keith_Rabois,unresearched,unverified_candidate,High-yield curated v2: PayPal mafia
10,fe-096-10-roelof-botha,Roelof Botha,1973,PayPal/Sequoia,,,,,https://en.wikipedia.org/wiki/Roelof_Botha,unresearched,unverified_candidate,High-yield curated v2: PayPal/Sequoia
11,fe-096-11-david-sacks,David Sacks,1972,PayPal/Yammer,,,,,https://en.wikipedia.org/wiki/David_O._Sacks,unresearched,unverified_candidate,High-yield curated v2: PayPal/Yammer
12,fe-096-12-bret-taylor,Bret Taylor,1980,Google Maps/Facebook,,,,,https://en.wikipedia.org/wiki/Bret_Taylor,unresearched,unverified_candidate,High-yield curated v2: Google Maps/Facebook
