candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-078-01-gaurav-misra,Gaurav Misra,,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Gaurav_Misra,unresearched,unverified_candidate,Curated: OpenAI researcher
2,fe-078-02-scott-gray,Scott Gray,,OpenAI engineer,,,,,https://en.wikipedia.org/wiki/Scott_Gray,unresearched,unverified_candidate,Curated: OpenAI engineer
3,fe-078-03-arie-belldegrun,Arie Belldegrun,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Arie_Belldegrun,unresearched,unverified_candidate,Wikipedia category: American technology company founders
4,fe-078-04-joe-beda,Joe Beda,1976,Kubernetes creator,,,,,https://en.wikipedia.org/wiki/Joe_Beda,unresearched,unverified_candidate,Curated: Kubernetes creator
5,fe-078-05-john-gruber,John Gruber,1969,Daring Fireball,,,,,https://en.wikipedia.org/wiki/John_Gruber,unresearched,unverified_candidate,Curated: Daring Fireball
6,fe-078-06-tom-anderson,Tom Anderson,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Tom_Anderson,unresearched,unverified_candidate,Wikipedia category: American technology company founders
7,fe-078-07-tamara-broderick,Tamara Broderick,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Tamara_Broderick,unresearched,unverified_candidate,Wikipedia category: American computer scientists
8,fe-078-08-axel-neff,Axel Neff,,American software engineers,,,,,https://en.wikipedia.org/wiki/Axel_Neff,unresearched,unverified_candidate,Wikipedia category: American software engineers
9,fe-078-09-gul-agha-(computer-scientist),Gul Agha (computer scientist),,American computer scientists,,,,,https://en.wikipedia.org/wiki/Gul_Agha_(computer_scientist),unresearched,unverified_candidate,Wikipedia category: American computer scientists
10,fe-078-10-sam-mccandlish,Sam McCandlish,,Anthropic founder,,,,,https://en.wikipedia.org/wiki/Sam_McCandlish,unresearched,unverified_candidate,Curated: Anthropic founder
11,fe-078-11-ward-cunningham,Ward Cunningham,1949,wiki inventor,,,,,https://en.wikipedia.org/wiki/Ward_Cunningham,unresearched,unverified_candidate,Curated: wiki inventor
12,fe-078-12-lászló-bélády,László Bélády,,American software engineers,,,,,https://en.wikipedia.org/wiki/László_Bélády,unresearched,unverified_candidate,Wikipedia category: American software engineers
