candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-046-01-sharla-boehm,Sharla Boehm,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Sharla_Boehm,unresearched,unverified_candidate,Wikipedia category: American computer scientists
2,fe-046-02-selmer-bringsjord,Selmer Bringsjord,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Selmer_Bringsjord,unresearched,unverified_candidate,Wikipedia category: American computer scientists
3,fe-046-03-rob-sanheim,Rob Sanheim,,GitHub engineer,,,,,https://en.wikipedia.org/wiki/Rob_Sanheim,unresearched,unverified_candidate,Curated: GitHub engineer
4,fe-046-04-nathaniel-borenstein,Nathaniel Borenstein,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Nathaniel_Borenstein,unresearched,unverified_candidate,Wikipedia category: American computer scientists
5,fe-046-05-daniel-lopatto,Daniel Lopatto,,tech engineer,,,,,https://en.wikipedia.org/wiki/Daniel_Lopatto,unresearched,unverified_candidate,Curated: tech engineer
6,fe-046-06-olivier-chapelle,Olivier Chapelle,,ML researcher,,,,,https://en.wikipedia.org/wiki/Olivier_Chapelle,unresearched,unverified_candidate,Curated: ML researcher
7,fe-046-07-brianne-garcia,Brianne Garcia,,tech engineer,,,,,https://en.wikipedia.org/wiki/Brianne_Garcia,unresearched,unverified_candidate,Curated: tech engineer
8,fe-046-08-andy-fang,Andy Fang,1990,YC founder,,,,,https://en.wikipedia.org/wiki/Andy_Fang,unresearched,unverified_candidate,Curated: YC founder
9,fe-046-09-bruce-bastian,Bruce Bastian,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Bruce_Bastian,unresearched,unverified_candidate,Wikipedia category: American computer scientists
10,fe-046-10-yaser-abu-mostafa,Yaser Abu-Mostafa,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Yaser_Abu-Mostafa,unresearched,unverified_candidate,Wikipedia category: American computer scientists
11,fe-046-11-stuart-feldman,Stuart Feldman,,Google engineer,,,,,https://en.wikipedia.org/wiki/Stuart_Feldman,unresearched,unverified_candidate,Curated: Google engineer
12,fe-046-12-cynthia-beath,Cynthia Beath,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Cynthia_Beath,unresearched,unverified_candidate,Wikipedia category: American computer scientists
