candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-030-01-michael-branicky,Michael Branicky,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Michael_Branicky,unresearched,unverified_candidate,Wikipedia category: American computer scientists
2,fe-030-02-anita-sarkeesian,Anita Sarkeesian,1983,media critic,,,,,https://en.wikipedia.org/wiki/Anita_Sarkeesian,unresearched,unverified_candidate,Curated: media critic
3,fe-030-03-brendan-burns,Brendan Burns,,Kubernetes creator,,,,,https://en.wikipedia.org/wiki/Brendan_Burns,unresearched,unverified_candidate,Curated: Kubernetes creator
4,fe-030-04-kim-mai-cutler,Kim Mai Cutler,,tech writer,,,,,https://en.wikipedia.org/wiki/Kim_Mai_Cutler,unresearched,unverified_candidate,Curated: tech writer
5,fe-030-05-anita-borg,Anita Borg,1949,tech advocate,,,,,https://en.wikipedia.org/wiki/Anita_Borg,unresearched,unverified_candidate,Curated: tech advocate
6,fe-030-06-fred-brooks,Fred Brooks,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Fred_Brooks,unresearched,unverified_candidate,Wikipedia category: American computer scientists
7,fe-030-07-margaret-burnett,Margaret Burnett,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Margaret_Burnett,unresearched,unverified_candidate,Wikipedia category: American computer scientists
8,fe-030-08-pei-cao,Pei Cao,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Pei_Cao,unresearched,unverified_candidate,Wikipedia category: American computer scientists
9,fe-030-09-linda-avey,Linda Avey,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Linda_Avey,unresearched,unverified_candidate,Wikipedia category: American technology company founders
10,fe-030-10-anthony-james-barr,Anthony James Barr,,American software engineers,,,,,https://en.wikipedia.org/wiki/Anthony_James_Barr,unresearched,unverified_candidate,Wikipedia category: American software engineers
11,fe-030-11-brian-alvey,Brian Alvey,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Brian_Alvey,unresearched,unverified_candidate,Wikipedia category: American technology company founders
12,fe-030-12-kim-bruce,Kim Bruce,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Kim_Bruce,unresearched,unverified_candidate,Wikipedia category: American computer scientists
