candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-114-01-doug-mcilroy,Doug McIlroy,1932,Founder: Unix,,,,,https://en.wikipedia.org/wiki/Douglas_McIlroy,unresearched,unverified_candidate,40pct high-yield founder: Unix
2,fe-114-02-larry-wall,Larry Wall,1954,Founder: Perl,,,,,https://en.wikipedia.org/wiki/Larry_Wall,unresearched,unverified_candidate,40pct high-yield founder: Perl
3,fe-114-03-adele-goldberg,Adele Goldberg,1945,Founder: Smalltalk,,,,,https://en.wikipedia.org/wiki/Adele_Goldberg_(computer_scientist),unresearched,unverified_candidate,40pct high-yield founder: Smalltalk
4,fe-114-04-dan-ingalls,Dan Ingalls,1944,Founder: Smalltalk,,,,,https://en.wikipedia.org/wiki/Dan_Ingalls,unresearched,unverified_candidate,40pct high-yield founder: Smalltalk
5,fe-114-05-eric-s-raymond,Eric S. Raymond,1957,Founder: OSI,,,,,https://en.wikipedia.org/wiki/Eric_S._Raymond,unresearched,unverified_candidate,40pct high-yield founder: OSI
6,fe-114-06-bruce-perens,Bruce Perens,1958,Founder: OSI,,,,,https://en.wikipedia.org/wiki/Bruce_Perens,unresearched,unverified_candidate,40pct high-yield founder: OSI
7,fe-114-07-paul-mockapetris,Paul Mockapetris,1948,Founder: DNS,,,,,https://en.wikipedia.org/wiki/Paul_Mockapetris,unresearched,unverified_candidate,40pct high-yield founder: DNS
8,fe-114-08-louis-pouzin,Louis Pouzin,1931,Founder: datagrams,,,,,https://en.wikipedia.org/wiki/Louis_Pouzin,unresearched,unverified_candidate,40pct high-yield founder: datagrams
9,fe-114-09-paul-baran,Paul Baran,1926,Founder: packet switching,,,,,https://en.wikipedia.org/wiki/Paul_Baran,unresearched,unverified_candidate,40pct high-yield founder: packet switching
10,fe-114-10-donald-davies,Donald Davies,1924,Founder: packet switching,,,,,https://en.wikipedia.org/wiki/Donald_Davies,unresearched,unverified_candidate,40pct high-yield founder: packet switching
11,fe-114-11-leonard-kleinrock,Leonard Kleinrock,1934,Founder: ARPANET,,,,,https://en.wikipedia.org/wiki/Leonard_Kleinrock,unresearched,unverified_candidate,40pct high-yield founder: ARPANET
12,fe-114-12-lawrence-roberts,Lawrence Roberts,1937,Founder: ARPANET,,,,,https://en.wikipedia.org/wiki/Lawrence_Roberts_(scientist),unresearched,unverified_candidate,40pct high-yield founder: ARPANET
