candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-062-01-jack-clark,Jack Clark,,Anthropic founder,,,,,https://en.wikipedia.org/wiki/Jack_Clark,unresearched,unverified_candidate,Curated: Anthropic founder
2,fe-062-02-erik-broes,Erik Broes,,Minecraft developer,,,,,https://en.wikipedia.org/wiki/Erik_Broes,unresearched,unverified_candidate,Curated: Minecraft developer
3,fe-062-03-jacob-appelbaum,Jacob Appelbaum,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Jacob_Appelbaum,unresearched,unverified_candidate,Wikipedia category: American computer scientists
4,fe-062-04-edward-g.-amoroso,Edward G. Amoroso,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Edward_G._Amoroso,unresearched,unverified_candidate,Wikipedia category: American technology company founders
5,fe-062-05-maria-florina-balcan,Maria-Florina Balcan,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Maria-Florina_Balcan,unresearched,unverified_candidate,Wikipedia category: American computer scientists
6,fe-062-06-thomas-knoll,Thomas Knoll,,American software engineers,,,,,https://en.wikipedia.org/wiki/Thomas_Knoll,unresearched,unverified_candidate,Wikipedia category: American software engineers
7,fe-062-07-rainer-grimm,Rainer Grimm,,C++ author,,,,,https://en.wikipedia.org/wiki/Rainer_Grimm,unresearched,unverified_candidate,Curated: C++ author
8,fe-062-08-byju-raveendran,Byju Raveendran,1976,Byju's founder,,,,,https://en.wikipedia.org/wiki/Byju_Raveendran,unresearched,unverified_candidate,Curated: Byju's founder
9,fe-062-09-jon-callas,Jon Callas,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Jon_Callas,unresearched,unverified_candidate,Wikipedia category: American computer scientists
10,fe-062-10-rewon-child,Rewon Child,,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Rewon_Child,unresearched,unverified_candidate,Curated: OpenAI researcher
11,fe-062-11-stanley-tang,Stanley Tang,1992,YC founder,,,,,https://en.wikipedia.org/wiki/Stanley_Tang,unresearched,unverified_candidate,Curated: YC founder
12,fe-062-12-hui-lei,Hui Lei,,American software engineers,,,,,https://en.wikipedia.org/wiki/Hui_Lei,unresearched,unverified_candidate,Wikipedia category: American software engineers
