candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-x2-214-01-web-dev-simplified,Web Dev Simplified,1995,X @DevSimplified (100k): Kyle,,,,,https://twitter.com/DevSimplified,unresearched,unverified_candidate,X young-builder wave @DevSimplified ~100000 followers; Kyle
2,fe-x2-214-02-kyle-cook,Kyle Cook,1995,X @DevSimplified (100k): Web Dev Simplified,,,,,https://twitter.com/DevSimplified,unresearched,unverified_candidate,X young-builder wave @DevSimplified ~100000 followers; Web Dev Simplified
3,fe-x2-214-03-the-net-ninja,The Net Ninja,1988,X @netninja (100k): Shaun,,,,,https://twitter.com/netninja,unresearched,unverified_candidate,X young-builder wave @netninja ~100000 followers; Shaun
4,fe-x2-214-04-shaun-pelling,Shaun Pelling,1988,X @netninja (100k): Net Ninja,,,,,https://twitter.com/netninja,unresearched,unverified_candidate,X young-builder wave @netninja ~100000 followers; Net Ninja
5,fe-x2-214-05-programming-with-mosh,Programming with Mosh,1980,X @moshhamedani (200k): Mosh Hamedani,,,,,https://twitter.com/moshhamedani,unresearched,unverified_candidate,X young-builder wave @moshhamedani ~200000 followers; Mosh Hamedani
6,fe-x2-214-06-mosh-hamedani,Mosh Hamedani,1980,X @moshhamedani (200k): educator,,,,,https://en.wikipedia.org/wiki/Mosh_Hamedani,unresearched,unverified_candidate,X young-builder wave @moshhamedani ~200000 followers; educator
7,fe-x2-214-07-david-bombal,David Bombal,1980,X @davidbombal (150k): networking,,,,,https://twitter.com/davidbombal,unresearched,unverified_candidate,X young-builder wave @davidbombal ~150000 followers; networking
8,fe-x2-214-08-networkchuck,NetworkChuck,1985,X @NetworkChuck (200k): networking,,,,,https://twitter.com/NetworkChuck,unresearched,unverified_candidate,X young-builder wave @NetworkChuck ~200000 followers; networking
9,fe-x2-214-09-john-hammond,John Hammond,1995,X @_JohnHammond (200k): security,,,,,https://twitter.com/_JohnHammond,unresearched,unverified_candidate,X young-builder wave @_JohnHammond ~200000 followers; security
10,fe-x2-214-10-liveoverflow,LiveOverflow,1990,X @LiveOverflow (100k): security,,,,,https://twitter.com/LiveOverflow,unresearched,unverified_candidate,X young-builder wave @LiveOverflow ~100000 followers; security
11,fe-x2-214-11-ippsec,IppSec,1985,X @ippsec (100k): security,,,,,https://twitter.com/ippsec,unresearched,unverified_candidate,X young-builder wave @ippsec ~100000 followers; security
12,fe-x2-214-12-nahamsec,NahamSec,1990,X @NahamSec (150k): bug bounty,,,,,https://twitter.com/NahamSec,unresearched,unverified_candidate,X young-builder wave @NahamSec ~150000 followers; bug bounty
