candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-017-01-arun-vasudev,Arun Vasudev,,OpenAI engineer,,,,,https://en.wikipedia.org/wiki/Arun_Vasudev,unresearched,unverified_candidate,Curated: OpenAI engineer
2,fe-017-02-nicholas-carlini,Nicholas Carlini,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Nicholas_Carlini,unresearched,unverified_candidate,Wikipedia category: American computer scientists
3,fe-017-03-eric-ly,Eric Ly,,LinkedIn founder,,,,,https://en.wikipedia.org/wiki/Eric_Ly,unresearched,unverified_candidate,Curated: LinkedIn founder
4,fe-017-04-linda-xie,Linda Xie,,crypto founder,,,,,https://en.wikipedia.org/wiki/Linda_Xie,unresearched,unverified_candidate,Curated: crypto founder
5,fe-017-05-jack-dorsey,Jack Dorsey,1976,Twitter founder,,,,,https://en.wikipedia.org/wiki/Jack_Dorsey,unresearched,unverified_candidate,Curated: Twitter founder
6,fe-017-06-don-batory,Don Batory,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Don_Batory,unresearched,unverified_candidate,Wikipedia category: American computer scientists
7,fe-017-07-zoe-quinn,Zoe Quinn,1987,game developer,,,,,https://en.wikipedia.org/wiki/Zoe_Quinn,unresearched,unverified_candidate,Curated: game developer
8,fe-017-08-jonathan-wakely,Jonathan Wakely,,C++ library maintainer,,,,,https://en.wikipedia.org/wiki/Jonathan_Wakely,unresearched,unverified_candidate,Curated: C++ library maintainer
9,fe-017-09-norman-meyrowitz,Norman Meyrowitz,,American software engineers,,,,,https://en.wikipedia.org/wiki/Norman_Meyrowitz,unresearched,unverified_candidate,Wikipedia category: American software engineers
10,fe-017-10-jeff-dean,Jeff Dean,1968,Google engineer,,,,,https://en.wikipedia.org/wiki/Jeff_Dean,unresearched,unverified_candidate,Curated: Google engineer
11,fe-017-11-sébastien-bubeck,Sébastien Bubeck,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Sébastien_Bubeck,unresearched,unverified_candidate,Wikipedia category: American computer scientists
12,fe-017-12-dhani-olshefski,Dhani Olshefski,,tech founder,,,,,https://en.wikipedia.org/wiki/Dhani_Olshefski,unresearched,unverified_candidate,Curated: tech founder
