candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-100-01-dhh,DHH,1979,Founder: Rails,,,,,https://en.wikipedia.org/wiki/David_Heinemeier_Hansson,unresearched,unverified_candidate,40pct high-yield founder: Rails
2,fe-100-02-tracy-young,Tracy Young,1985,Founder: PlanGrid,,,,,https://en.wikipedia.org/wiki/Tracy_Young_(entrepreneur),unresearched,unverified_candidate,40pct high-yield founder: PlanGrid
3,fe-100-03-christina-cacioppo,Christina Cacioppo,1985,Founder: Vanta,,,,,https://en.wikipedia.org/wiki/Christina_Cacioppo,unresearched,unverified_candidate,40pct high-yield founder: Vanta
4,fe-100-04-gustaf-alstr-mer,Gustaf Alströmer,1983,Founder: YC,,,,,https://en.wikipedia.org/wiki/Gustaf_Alstr%C3%B6mer,unresearched,unverified_candidate,40pct high-yield founder: YC
5,fe-100-05-immad-akhund,Immad Akhund,1983,Founder: Mercury,,,,,https://en.wikipedia.org/wiki/Immad_Akhund,unresearched,unverified_candidate,40pct high-yield founder: Mercury
6,fe-100-06-max-mullen,Max Mullen,1985,Founder: Instacart,,,,,https://en.wikipedia.org/wiki/Max_Mullen,unresearched,unverified_candidate,40pct high-yield founder: Instacart
7,fe-100-07-brandon-leonardo,Brandon Leonardo,1985,Founder: Instacart,,,,,https://en.wikipedia.org/wiki/Brandon_Leonardo,unresearched,unverified_candidate,40pct high-yield founder: Instacart
8,fe-100-08-amit-agarwal,Amit Agarwal,1974,Founder: Amazon India,,,,,https://en.wikipedia.org/wiki/Amit_Agarwal,unresearched,unverified_candidate,40pct high-yield founder: Amazon India
9,fe-100-09-deepinder-goyal,Deepinder Goyal,1983,Founder: Zomato,,,,,https://en.wikipedia.org/wiki/Deepinder_Goyal,unresearched,unverified_candidate,40pct high-yield founder: Zomato
10,fe-100-10-kunal-shah,Kunal Shah,1983,Founder: CRED,,,,,https://en.wikipedia.org/wiki/Kunal_Shah,unresearched,unverified_candidate,40pct high-yield founder: CRED
11,fe-100-11-nithin-kamath,Nithin Kamath,1979,Founder: Zerodha,,,,,https://en.wikipedia.org/wiki/Nithin_Kamath,unresearched,unverified_candidate,40pct high-yield founder: Zerodha
12,fe-100-12-peyush-bansal,Peyush Bansal,,Founder: Lenskart,,,,,https://en.wikipedia.org/wiki/Peyush_Bansal,unresearched,unverified_candidate,40pct high-yield founder: Lenskart
