candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-049-01-alex-smola,Alex Smola,1970,MXNet creator,,,,,https://en.wikipedia.org/wiki/Alex_Smola,unresearched,unverified_candidate,Curated: MXNet creator
2,fe-049-02-dalton-caldwell,Dalton Caldwell,1978,YC partner,,,,,https://en.wikipedia.org/wiki/Dalton_Caldwell,unresearched,unverified_candidate,Curated: YC partner
3,fe-049-03-gagan-biyani,Gagan Biyani,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Gagan_Biyani,unresearched,unverified_candidate,Wikipedia category: American technology company founders
4,fe-049-04-sam-bankman-fried,Sam Bankman-Fried,1992,FTX founder,,,,,https://en.wikipedia.org/wiki/Sam_Bankman-Fried,unresearched,unverified_candidate,Curated: FTX founder
5,fe-049-05-zbigniew-jędrzejewski-szmek,Zbigniew Jędrzejewski-Szmek,,systemd contributor,,,,,https://en.wikipedia.org/wiki/Zbigniew_Jędrzejewski-Szmek,unresearched,unverified_candidate,Curated: systemd contributor
6,fe-049-06-luke-dashjr,Luke Dashjr,,Bitcoin contributor,,,,,https://en.wikipedia.org/wiki/Luke_Dashjr,unresearched,unverified_candidate,Curated: Bitcoin contributor
7,fe-049-07-todd-hollenshead,Todd Hollenshead,,id Software CEO,,,,,https://en.wikipedia.org/wiki/Todd_Hollenshead,unresearched,unverified_candidate,Curated: id Software CEO
8,fe-049-08-soumith-chintala,Soumith Chintala,1988,PyTorch contributor,,,,,https://en.wikipedia.org/wiki/Soumith_Chintala,unresearched,unverified_candidate,Curated: PyTorch contributor
9,fe-049-09-lars-klawitter,Lars Klawitter,,tech founder,,,,,https://en.wikipedia.org/wiki/Lars_Klawitter,unresearched,unverified_candidate,Curated: tech founder
10,fe-049-10-kelly-thornton,Kelly Thornton,,Valve engineer,,,,,https://en.wikipedia.org/wiki/Kelly_Thornton,unresearched,unverified_candidate,Curated: Valve engineer
11,fe-049-11-jb-straubel,JB Straubel,1975,Tesla founder,,,,,https://en.wikipedia.org/wiki/JB_Straubel,unresearched,unverified_candidate,Curated: Tesla founder
12,fe-049-12-chelsea-voss,Chelsea Voss,,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Chelsea_Voss,unresearched,unverified_candidate,Curated: OpenAI researcher
