candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-033-01-matthew-o'dwyer,Matthew O'Dwyer,,Valve engineer,,,,,https://en.wikipedia.org/wiki/Matthew_O'Dwyer,unresearched,unverified_candidate,Curated: Valve engineer
2,fe-033-02-solomon-hykes,Solomon Hykes,1979,YC founder,,,,,https://en.wikipedia.org/wiki/Solomon_Hykes,unresearched,unverified_candidate,Curated: YC founder
3,fe-033-03-edward-coristine,Edward Coristine,,American software engineers,,,,,https://en.wikipedia.org/wiki/Edward_Coristine,unresearched,unverified_candidate,Wikipedia category: American software engineers
4,fe-033-04-al-viro,Al Viro,,Linux kernel maintainer,,,,,https://en.wikipedia.org/wiki/Al_Viro,unresearched,unverified_candidate,Curated: Linux kernel maintainer
5,fe-033-05-yi-zhang,Yi Zhang,,MXNet contributor,,,,,https://en.wikipedia.org/wiki/Yi_Zhang,unresearched,unverified_candidate,Curated: MXNet contributor
6,fe-033-06-jon-hirschtick,Jon Hirschtick,,American software engineers,,,,,https://en.wikipedia.org/wiki/Jon_Hirschtick,unresearched,unverified_candidate,Wikipedia category: American software engineers
7,fe-033-07-craig-tracey,Craig Tracey,,Docker engineer,,,,,https://en.wikipedia.org/wiki/Craig_Tracey,unresearched,unverified_candidate,Curated: Docker engineer
8,fe-033-08-biz-stone,Biz Stone,1974,Twitter founder,,,,,https://en.wikipedia.org/wiki/Biz_Stone,unresearched,unverified_candidate,Curated: Twitter founder
9,fe-033-09-arvind-neelakantan,Arvind Neelakantan,,OpenAI engineer,,,,,https://en.wikipedia.org/wiki/Arvind_Neelakantan,unresearched,unverified_candidate,Curated: OpenAI engineer
10,fe-033-10-near-(programmer),Near (programmer),,American software engineers,,,,,https://en.wikipedia.org/wiki/Near_(programmer),unresearched,unverified_candidate,Wikipedia category: American software engineers
11,fe-033-11-bjorn-karlsson,Bjorn Karlsson,,C++ author,,,,,https://en.wikipedia.org/wiki/Bjorn_Karlsson,unresearched,unverified_candidate,Curated: C++ author
12,fe-033-12-chris-callison-burch,Chris Callison-Burch,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Chris_Callison-Burch,unresearched,unverified_candidate,Wikipedia category: American computer scientists
