candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-026-01-raymond-chen,Raymond Chen,,Microsoft engineer,,,,,https://en.wikipedia.org/wiki/Raymond_Chen,unresearched,unverified_candidate,Curated: Microsoft engineer
2,fe-026-02-gilad-bracha,Gilad Bracha,,American software engineers,,,,,https://en.wikipedia.org/wiki/Gilad_Bracha,unresearched,unverified_candidate,Wikipedia category: American software engineers
3,fe-026-03-ashok-agrawala,Ashok Agrawala,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Ashok_Agrawala,unresearched,unverified_candidate,Wikipedia category: American computer scientists
4,fe-026-04-andrew-morton,Andrew Morton,1959,Linux kernel maintainer,,,,,https://en.wikipedia.org/wiki/Andrew_Morton,unresearched,unverified_candidate,Curated: Linux kernel maintainer
5,fe-026-05-terry-bollinger,Terry Bollinger,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Terry_Bollinger,unresearched,unverified_candidate,Wikipedia category: American computer scientists
6,fe-026-06-miklós-ajtai,Miklós Ajtai,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Miklós_Ajtai,unresearched,unverified_candidate,Wikipedia category: American computer scientists
7,fe-026-07-faigy-mayer,Faigy Mayer,,American software engineers,,,,,https://en.wikipedia.org/wiki/Faigy_Mayer,unresearched,unverified_candidate,Wikipedia category: American software engineers
8,fe-026-08-aditya-agarwal,Aditya Agarwal,,American software engineers,,,,,https://en.wikipedia.org/wiki/Aditya_Agarwal,unresearched,unverified_candidate,Wikipedia category: American software engineers
9,fe-026-09-nathan-rajlich,Nathan Rajlich,,open source maintainer,,,,,https://en.wikipedia.org/wiki/Nathan_Rajlich,unresearched,unverified_candidate,Curated: open source maintainer
10,fe-026-10-hugo-bowne-anderson,Hugo Bowne-Anderson,,data scientist,,,,,https://en.wikipedia.org/wiki/Hugo_Bowne-Anderson,unresearched,unverified_candidate,Curated: data scientist
11,fe-026-11-octavia-camps,Octavia Camps,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Octavia_Camps,unresearched,unverified_candidate,Wikipedia category: American computer scientists
12,fe-026-12-brian-a.-barsky,Brian A. Barsky,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Brian_A._Barsky,unresearched,unverified_candidate,Wikipedia category: American computer scientists
