candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-031-01-do-kwon,Do Kwon,1991,Terra founder,,,,,https://en.wikipedia.org/wiki/Do_Kwon,unresearched,unverified_candidate,Curated: Terra founder
2,fe-031-02-feross-aboukhadijeh,Feross Aboukhadijeh,1992,open source maintainer,,,,,https://en.wikipedia.org/wiki/Feross_Aboukhadijeh,unresearched,unverified_candidate,Curated: open source maintainer
3,fe-031-03-michael-chau,Michael Chau,,PyTorch contributor,,,,,https://en.wikipedia.org/wiki/Michael_Chau,unresearched,unverified_candidate,Curated: PyTorch contributor
4,fe-031-04-lenore-blum,Lenore Blum,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Lenore_Blum,unresearched,unverified_candidate,Wikipedia category: American computer scientists
5,fe-031-05-michael-glukhovsky,Michael Glukhovsky,,RethinkDB founder,,,,,https://en.wikipedia.org/wiki/Michael_Glukhovsky,unresearched,unverified_candidate,Curated: RethinkDB founder
6,fe-031-06-lucas-beyer,Lucas Beyer,,AI researcher,,,,,https://en.wikipedia.org/wiki/Lucas_Beyer,unresearched,unverified_candidate,Curated: AI researcher
7,fe-031-07-david-oppenheimer,David Oppenheimer,,Kubernetes contributor,,,,,https://en.wikipedia.org/wiki/David_Oppenheimer,unresearched,unverified_candidate,Curated: Kubernetes contributor
8,fe-031-08-robert-morris,Robert Morris,1965,YC founder,,,,,https://en.wikipedia.org/wiki/Robert_Morris,unresearched,unverified_candidate,Curated: YC founder
9,fe-031-09-jeff-bonwick,Jeff Bonwick,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Jeff_Bonwick,unresearched,unverified_candidate,Wikipedia category: American computer scientists
10,fe-031-10-mihai-alisie,Mihai Alisie,,Ethereum founder,,,,,https://en.wikipedia.org/wiki/Mihai_Alisie,unresearched,unverified_candidate,Curated: Ethereum founder
11,fe-031-11-hugo-barra,Hugo Barra,1976,tech executive,,,,,https://en.wikipedia.org/wiki/Hugo_Barra,unresearched,unverified_candidate,Curated: tech executive
12,fe-031-12-sarma-bala-vrudhula,Sarma Bala Vrudhula,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Sarma_Bala_Vrudhula,unresearched,unverified_candidate,Wikipedia category: American computer scientists
