candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-x2-215-01-st-k,STÖK,1990,X @stokfredrik (100k): bug bounty,,,,,https://twitter.com/stokfredrik,unresearched,unverified_candidate,X young-builder wave @stokfredrik ~100000 followers; bug bounty
2,fe-x2-215-02-tomnomnom,Tomnomnom,1985,X @TomNomNom (80k): security tools,,,,,https://twitter.com/TomNomNom,unresearched,unverified_candidate,X young-builder wave @TomNomNom ~80000 followers; security tools
3,fe-x2-215-03-oj-reeves,OJ Reeves,1985,X @TheColonial (50k): metasploit,,,,,https://twitter.com/TheColonial,unresearched,unverified_candidate,X young-builder wave @TheColonial ~50000 followers; metasploit
4,fe-x2-215-04-hd-moore,HD Moore,1979,X @hdmoore (80k): Metasploit,,,,,https://en.wikipedia.org/wiki/H._D._Moore,unresearched,unverified_candidate,X young-builder wave @hdmoore ~80000 followers; Metasploit
5,fe-x2-215-05-mudge,Mudge,1971,X @dotMudge (50k): L0pht,,,,,https://en.wikipedia.org/wiki/Peiter_Zatko,unresearched,unverified_candidate,X young-builder wave @dotMudge ~50000 followers; L0pht
6,fe-x2-215-06-katie-moussouris,Katie Moussouris,1981,X @k8em0 (80k): bug bounty,,,,,https://en.wikipedia.org/wiki/Katie_Moussouris,unresearched,unverified_candidate,X young-builder wave @k8em0 ~80000 followers; bug bounty
7,fe-x2-215-07-window-snyder,Window Snyder,1975,X @window (50k): security,,,,,https://en.wikipedia.org/wiki/Window_Snyder,unresearched,unverified_candidate,X young-builder wave @window ~50000 followers; security
8,fe-x2-215-08-alex-stamos,Alex Stamos,1979,X @alexstamos (150k): Facebook security,,,,,https://en.wikipedia.org/wiki/Alex_Stamos,unresearched,unverified_candidate,X young-builder wave @alexstamos ~150000 followers; Facebook security
9,fe-x2-215-09-peiter-zatko,Peiter Zatko,1971,X @dotMudge (50k): L0pht,,,,,https://en.wikipedia.org/wiki/Peiter_Zatko,unresearched,unverified_candidate,X young-builder wave @dotMudge ~50000 followers; L0pht
10,fe-x2-215-10-tsutomu-shimomura,Tsutomu Shimomura,1964,X @tsutomu (40k): security,,,,,https://en.wikipedia.org/wiki/Tsutomu_Shimomura,unresearched,unverified_candidate,X young-builder wave @tsutomu ~40000 followers; security
11,fe-x2-215-11-limor-fried,Limor Fried,1980,X @adafruit (150k): Adafruit,,,,,https://en.wikipedia.org/wiki/Limor_Fried,unresearched,unverified_candidate,X young-builder wave @adafruit ~150000 followers; Adafruit
12,fe-x2-215-12-phillip-torrone,Phillip Torrone,1977,X @pt (80k): Adafruit,,,,,https://en.wikipedia.org/wiki/Phillip_Torrone,unresearched,unverified_candidate,X young-builder wave @pt ~80000 followers; Adafruit
