candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-015-01-catherine-d'ignazio,Catherine D'Ignazio,,American software engineers,,,,,https://en.wikipedia.org/wiki/Catherine_D'Ignazio,unresearched,unverified_candidate,Wikipedia category: American software engineers
2,fe-015-02-tianqi-chen,Tianqi Chen,1990,MXNet/XGBoost creator,,,,,https://en.wikipedia.org/wiki/Tianqi_Chen,unresearched,unverified_candidate,Curated: MXNet/XGBoost creator
3,fe-015-03-clayton-coleman,Clayton Coleman,,Kubernetes contributor,,,,,https://en.wikipedia.org/wiki/Clayton_Coleman,unresearched,unverified_candidate,Curated: Kubernetes contributor
4,fe-015-04-ethan-beard,Ethan Beard,,Facebook director,,,,,https://en.wikipedia.org/wiki/Ethan_Beard,unresearched,unverified_candidate,Curated: Facebook director
5,fe-015-05-greg-yang,Greg Yang,,tech founder,,,,,https://en.wikipedia.org/wiki/Greg_Yang,unresearched,unverified_candidate,Curated: tech founder
6,fe-015-06-nancy-r.-mead,Nancy R. Mead,,American software engineers,,,,,https://en.wikipedia.org/wiki/Nancy_R._Mead,unresearched,unverified_candidate,Wikipedia category: American software engineers
7,fe-015-07-ben-collins-sussman,Ben Collins-Sussman,,American software engineers,,,,,https://en.wikipedia.org/wiki/Ben_Collins-Sussman,unresearched,unverified_candidate,Wikipedia category: American software engineers
8,fe-015-08-ben-noordhuis,Ben Noordhuis,,Node.js contributor,,,,,https://en.wikipedia.org/wiki/Ben_Noordhuis,unresearched,unverified_candidate,Curated: Node.js contributor
9,fe-015-09-adrienne-porter-felt,Adrienne Porter Felt,,Chrome engineer,,,,,https://en.wikipedia.org/wiki/Adrienne_Porter_Felt,unresearched,unverified_candidate,Curated: Chrome engineer
10,fe-015-10-gavin-wood,Gavin Wood,1980,Ethereum/Polkadot founder,,,,,https://en.wikipedia.org/wiki/Gavin_Wood,unresearched,unverified_candidate,Curated: Ethereum/Polkadot founder
11,fe-015-11-michael-j.-black,Michael J. Black,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Michael_J._Black,unresearched,unverified_candidate,Wikipedia category: American computer scientists
12,fe-015-12-mark-adler,Mark Adler,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Mark_Adler,unresearched,unverified_candidate,Wikipedia category: American computer scientists
