candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-089-01-marco-arment,Marco Arment,1982,Tumblr founder,,,,,https://en.wikipedia.org/wiki/Marco_Arment,unresearched,unverified_candidate,Curated: Tumblr founder
2,fe-089-02-anima-patil-sabale,Anima Patil-Sabale,,American software engineers,,,,,https://en.wikipedia.org/wiki/Anima_Patil-Sabale,unresearched,unverified_candidate,Wikipedia category: American software engineers
3,fe-089-03-mike-harrington,Mike Harrington,1965,Valve founder,,,,,https://en.wikipedia.org/wiki/Mike_Harrington,unresearched,unverified_candidate,Curated: Valve founder
4,fe-089-04-ron-miller,Ron Miller,,tech writer,,,,,https://en.wikipedia.org/wiki/Ron_Miller,unresearched,unverified_candidate,Curated: tech writer
5,fe-089-05-lilian-weng,Lilian Weng,,AI researcher,,,,,https://en.wikipedia.org/wiki/Lilian_Weng,unresearched,unverified_candidate,Curated: AI researcher
6,fe-089-06-nikolai-durov,Nikolai Durov,1980,Telegram founder,,,,,https://en.wikipedia.org/wiki/Nikolai_Durov,unresearched,unverified_candidate,Curated: Telegram founder
7,fe-089-07-stewart-butterfield,Stewart Butterfield,1973,Slack founder,,,,,https://en.wikipedia.org/wiki/Stewart_Butterfield,unresearched,unverified_candidate,Curated: Slack founder
8,fe-089-08-shawn-carpenter,Shawn Carpenter,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Shawn_Carpenter,unresearched,unverified_candidate,Wikipedia category: American computer scientists
9,fe-089-09-jakob-uszkoreit,Jakob Uszkoreit,1986,AI researcher,,,,,https://en.wikipedia.org/wiki/Jakob_Uszkoreit,unresearched,unverified_candidate,Curated: AI researcher
10,fe-089-10-zach-devito,Zach DeVito,,PyTorch contributor,,,,,https://en.wikipedia.org/wiki/Zach_DeVito,unresearched,unverified_candidate,Curated: PyTorch contributor
11,fe-089-11-eric-niebler,Eric Niebler,,C++/Rust contributor,,,,,https://en.wikipedia.org/wiki/Eric_Niebler,unresearched,unverified_candidate,Curated: C++/Rust contributor
12,fe-089-12-tony-fadell,Tony Fadell,1969,Nest/iPhone engineer,,,,,https://en.wikipedia.org/wiki/Tony_Fadell,unresearched,unverified_candidate,Curated: Nest/iPhone engineer
