candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-107-01-wladimir-van-der-laan,Wladimir van der Laan,1981,Founder: Bitcoin Core,,,,,https://en.wikipedia.org/wiki/Wladimir_van_der_Laan,unresearched,unverified_candidate,40pct high-yield founder: Bitcoin Core
2,fe-107-02-brewster-kahle,Brewster Kahle,1960,Founder: Internet Archive,,,,,https://en.wikipedia.org/wiki/Brewster_Kahle,unresearched,unverified_candidate,40pct high-yield founder: Internet Archive
3,fe-107-03-jimmy-wales,Jimmy Wales,1966,Founder: Wikipedia,,,,,https://en.wikipedia.org/wiki/Jimmy_Wales,unresearched,unverified_candidate,40pct high-yield founder: Wikipedia
4,fe-107-04-larry-sanger,Larry Sanger,1968,Founder: Wikipedia,,,,,https://en.wikipedia.org/wiki/Larry_Sanger,unresearched,unverified_candidate,40pct high-yield founder: Wikipedia
5,fe-107-05-craig-newmark,Craig Newmark,1952,Founder: Craigslist,,,,,https://en.wikipedia.org/wiki/Craig_Newmark,unresearched,unverified_candidate,40pct high-yield founder: Craigslist
6,fe-107-06-serguei-beloussov,Serguei Beloussov,1971,Founder: Acronis,,,,,https://en.wikipedia.org/wiki/Serguei_Beloussov,unresearched,unverified_candidate,40pct high-yield founder: Acronis
7,fe-107-07-brendan-iribe,Brendan Iribe,1979,Founder: Oculus,,,,,https://en.wikipedia.org/wiki/Brendan_Iribe,unresearched,unverified_candidate,40pct high-yield founder: Oculus
8,fe-107-08-michael-antonov,Michael Antonov,1980,Founder: Oculus,,,,,https://en.wikipedia.org/wiki/Michael_Antonov,unresearched,unverified_candidate,40pct high-yield founder: Oculus
9,fe-107-09-nate-mitchell,Nate Mitchell,1987,Founder: Oculus,,,,,https://en.wikipedia.org/wiki/Nate_Mitchell,unresearched,unverified_candidate,40pct high-yield founder: Oculus
10,fe-107-10-erik-cassel,Erik Cassel,1967,Founder: Roblox,,,,,https://en.wikipedia.org/wiki/Erik_Cassel,unresearched,unverified_candidate,40pct high-yield founder: Roblox
11,fe-107-11-alexey-pajitnov,Alexey Pajitnov,1956,Founder: Tetris,,,,,https://en.wikipedia.org/wiki/Alexey_Pajitnov,unresearched,unverified_candidate,40pct high-yield founder: Tetris
12,fe-107-12-henrik-fisker,Henrik Fisker,1963,Founder: Fisker,,,,,https://en.wikipedia.org/wiki/Henrik_Fisker,unresearched,unverified_candidate,40pct high-yield founder: Fisker
