candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-066-01-james-h.-anderson-(computer-scientist),James H. Anderson (computer scientist),,American computer scientists,,,,,https://en.wikipedia.org/wiki/James_H._Anderson_(computer_scientist),unresearched,unverified_candidate,Wikipedia category: American computer scientists
2,fe-066-02-michael-w.-allen,Michael W. Allen,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Michael_W._Allen,unresearched,unverified_candidate,Wikipedia category: American technology company founders
3,fe-066-03-alex-zhu,Alex Zhu,,Musical.ly founder,,,,,https://en.wikipedia.org/wiki/Alex_Zhu,unresearched,unverified_candidate,Curated: Musical.ly founder
4,fe-066-04-paula-long,Paula Long,,American software engineers,,,,,https://en.wikipedia.org/wiki/Paula_Long,unresearched,unverified_candidate,Wikipedia category: American software engineers
5,fe-066-05-john-cook,John Cook,,Valve engineer,,,,,https://en.wikipedia.org/wiki/John_Cook,unresearched,unverified_candidate,Curated: Valve engineer
6,fe-066-06-tandy-trower,Tandy Trower,,Microsoft engineer,,,,,https://en.wikipedia.org/wiki/Tandy_Trower,unresearched,unverified_candidate,Curated: Microsoft engineer
7,fe-066-07-jeffrey-p.-buzen,Jeffrey P. Buzen,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Jeffrey_P._Buzen,unresearched,unverified_candidate,Wikipedia category: American computer scientists
8,fe-066-08-sjors-provoost,Sjors Provoost,,Bitcoin contributor,,,,,https://en.wikipedia.org/wiki/Sjors_Provoost,unresearched,unverified_candidate,Curated: Bitcoin contributor
9,fe-066-09-leena-rao,Leena Rao,,tech writer,,,,,https://en.wikipedia.org/wiki/Leena_Rao,unresearched,unverified_candidate,Curated: tech writer
10,fe-066-10-anuradha-annaswamy,Anuradha Annaswamy,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Anuradha_Annaswamy,unresearched,unverified_candidate,Wikipedia category: American computer scientists
11,fe-066-11-tom-dale,Tom Dale,,Ember.js creator,,,,,https://en.wikipedia.org/wiki/Tom_Dale,unresearched,unverified_candidate,Curated: Ember.js creator
12,fe-066-12-jeremy-ashkenas,Jeremy Ashkenas,,CoffeeScript creator,,,,,https://en.wikipedia.org/wiki/Jeremy_Ashkenas,unresearched,unverified_candidate,Curated: CoffeeScript creator
