candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-057-01-richard-r.-burton,Richard R. Burton,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Richard_R._Burton,unresearched,unverified_candidate,Wikipedia category: American computer scientists
2,fe-057-02-meyer-epstein,Meyer Epstein,,tech engineer,,,,,https://en.wikipedia.org/wiki/Meyer_Epstein,unresearched,unverified_candidate,Curated: tech engineer
3,fe-057-03-dennis-ritchie,Dennis Ritchie,1941,C creator,,,,,https://en.wikipedia.org/wiki/Dennis_Ritchie,unresearched,unverified_candidate,Curated: C creator
4,fe-057-04-aaron-patterson,Aaron Patterson,1978,Rails/Ruby contributor,,,,,https://en.wikipedia.org/wiki/Aaron_Patterson,unresearched,unverified_candidate,Curated: Rails/Ruby contributor
5,fe-057-05-brock-whitten,Brock Whitten,,PhoneGap founder,,,,,https://en.wikipedia.org/wiki/Brock_Whitten,unresearched,unverified_candidate,Curated: PhoneGap founder
6,fe-057-06-sibel-adalı,Sibel Adalı,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Sibel_Adalı,unresearched,unverified_candidate,Wikipedia category: American computer scientists
7,fe-057-07-jon-guenther,Jon Guenther,,American software engineers,,,,,https://en.wikipedia.org/wiki/Jon_Guenther,unresearched,unverified_candidate,Wikipedia category: American software engineers
8,fe-057-08-sid-sijbrandij,Sid Sijbrandij,1979,YC founder,,,,,https://en.wikipedia.org/wiki/Sid_Sijbrandij,unresearched,unverified_candidate,Curated: YC founder
9,fe-057-09-bjarne-stroustrup,Bjarne Stroustrup,1950,C++ creator,,,,,https://en.wikipedia.org/wiki/Bjarne_Stroustrup,unresearched,unverified_candidate,Curated: C++ creator
10,fe-057-10-isaac-l.-auerbach,Isaac L. Auerbach,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Isaac_L._Auerbach,unresearched,unverified_candidate,Wikipedia category: American computer scientists
11,fe-057-11-tom-hall,Tom Hall,1964,id Software founder,,,,,https://en.wikipedia.org/wiki/Tom_Hall,unresearched,unverified_candidate,Curated: id Software founder
12,fe-057-12-jonathan-corbet,Jonathan Corbet,1969,LWN founder,,,,,https://en.wikipedia.org/wiki/Jonathan_Corbet,unresearched,unverified_candidate,Curated: LWN founder
