candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-085-01-andrea-arpaci-dusseau,Andrea Arpaci-Dusseau,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Andrea_Arpaci-Dusseau,unresearched,unverified_candidate,Wikipedia category: American computer scientists
2,fe-085-02-phil-wadler,Phil Wadler,1956,Haskell researcher,,,,,https://en.wikipedia.org/wiki/Phil_Wadler,unresearched,unverified_candidate,Curated: Haskell researcher
3,fe-085-03-james-o'beirne,James O'Beirne,,Bitcoin contributor,,,,,https://en.wikipedia.org/wiki/James_O'Beirne,unresearched,unverified_candidate,Curated: Bitcoin contributor
4,fe-085-04-alex-wang,Alex Wang,1997,Scale AI founder,,,,,https://en.wikipedia.org/wiki/Alex_Wang,unresearched,unverified_candidate,Curated: Scale AI founder
5,fe-085-05-mistral-ai-founder,Mistral AI founder,,AI founder,,,,,https://en.wikipedia.org/wiki/Mistral_AI_founder,unresearched,unverified_candidate,Curated: AI founder
6,fe-085-06-zachary-abrams,Zachary Abrams,,Brex engineer,,,,,https://en.wikipedia.org/wiki/Zachary_Abrams,unresearched,unverified_candidate,Curated: Brex engineer
7,fe-085-07-bryan-cantrill,Bryan Cantrill,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Bryan_Cantrill,unresearched,unverified_candidate,Wikipedia category: American computer scientists
8,fe-085-08-rama-akkiraju,Rama Akkiraju,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Rama_Akkiraju,unresearched,unverified_candidate,Wikipedia category: American computer scientists
9,fe-085-09-david-stavens,David Stavens,,Udacity founder,,,,,https://en.wikipedia.org/wiki/David_Stavens,unresearched,unverified_candidate,Curated: Udacity founder
10,fe-085-10-howard-hinnant,Howard Hinnant,,C++ library maintainer,,,,,https://en.wikipedia.org/wiki/Howard_Hinnant,unresearched,unverified_candidate,Curated: C++ library maintainer
11,fe-085-11-ryan-teo,Ryan Teo,,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Ryan_Teo,unresearched,unverified_candidate,Curated: OpenAI researcher
12,fe-085-12-katherine-wu,Katherine Wu,,Rails contributor,,,,,https://en.wikipedia.org/wiki/Katherine_Wu,unresearched,unverified_candidate,Curated: Rails contributor
