candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-065-01-ben-gordon,Ben Gordon,,tech founder,,,,,https://en.wikipedia.org/wiki/Ben_Gordon,unresearched,unverified_candidate,Curated: tech founder
2,fe-065-02-brad-cox,Brad Cox,,American software engineers,,,,,https://en.wikipedia.org/wiki/Brad_Cox,unresearched,unverified_candidate,Wikipedia category: American software engineers
3,fe-065-03-nikolaos-bourbakis,Nikolaos Bourbakis,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Nikolaos_Bourbakis,unresearched,unverified_candidate,Wikipedia category: American computer scientists
4,fe-065-04-mu-li,Mu Li,,MXNet creator,,,,,https://en.wikipedia.org/wiki/Mu_Li,unresearched,unverified_candidate,Curated: MXNet creator
5,fe-065-05-craig-silverstein,Craig Silverstein,1972,Google first engineer,,,,,https://en.wikipedia.org/wiki/Craig_Silverstein,unresearched,unverified_candidate,Curated: Google first engineer
6,fe-065-06-andy-hunt,Andy Hunt,,Pragmatic Programmer,,,,,https://en.wikipedia.org/wiki/Andy_Hunt,unresearched,unverified_candidate,Curated: Pragmatic Programmer
7,fe-065-07-keith-schacht,Keith Schacht,,tech founder,,,,,https://en.wikipedia.org/wiki/Keith_Schacht,unresearched,unverified_candidate,Curated: tech founder
8,fe-065-08-bonnie-berger,Bonnie Berger,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Bonnie_Berger,unresearched,unverified_candidate,Wikipedia category: American computer scientists
9,fe-065-09-thibaut-lavril,Thibaut Lavril,,AI researcher,,,,,https://en.wikipedia.org/wiki/Thibaut_Lavril,unresearched,unverified_candidate,Curated: AI researcher
10,fe-065-10-charlie-cheever,Charlie Cheever,1981,Quora founder,,,,,https://en.wikipedia.org/wiki/Charlie_Cheever,unresearched,unverified_candidate,Curated: Quora founder
11,fe-065-11-leah-silber,Leah Silber,,Ember.js contributor,,,,,https://en.wikipedia.org/wiki/Leah_Silber,unresearched,unverified_candidate,Curated: Ember.js contributor
12,fe-065-12-ilkay-altintas,Ilkay Altintas,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Ilkay_Altintas,unresearched,unverified_candidate,Wikipedia category: American computer scientists
