candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-058-01-susan-d.-allen,Susan D. Allen,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Susan_D._Allen,unresearched,unverified_candidate,Wikipedia category: American computer scientists
2,fe-058-02-kang-xing-jin,Kang-Xing Jin,,Facebook engineer,,,,,https://en.wikipedia.org/wiki/Kang-Xing_Jin,unresearched,unverified_candidate,Curated: Facebook engineer
3,fe-058-03-brett-harrison,Brett Harrison,,American software engineers,,,,,https://en.wikipedia.org/wiki/Brett_Harrison,unresearched,unverified_candidate,Wikipedia category: American software engineers
4,fe-058-04-bob-braden,Bob Braden,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Bob_Braden,unresearched,unverified_candidate,Wikipedia category: American computer scientists
5,fe-058-05-stephen-akridge,Stephen Akridge,,Solana engineer,,,,,https://en.wikipedia.org/wiki/Stephen_Akridge,unresearched,unverified_candidate,Curated: Solana engineer
6,fe-058-06-meredith-broussard,Meredith Broussard,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Meredith_Broussard,unresearched,unverified_candidate,Wikipedia category: American computer scientists
7,fe-058-07-robert-k.-brayton,Robert K. Brayton,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Robert_K._Brayton,unresearched,unverified_candidate,Wikipedia category: American computer scientists
8,fe-058-08-j-allard,J Allard,,American technology company founders,,,,,https://en.wikipedia.org/wiki/J_Allard,unresearched,unverified_candidate,Wikipedia category: American technology company founders
9,fe-058-09-fadi-chehadé,Fadi Chehadé,1962,tech executive,,,,,https://en.wikipedia.org/wiki/Fadi_Chehadé,unresearched,unverified_candidate,Curated: tech executive
10,"fe-058-10-ken-""pinto-ron""-johnson","Ken ""Pinto Ron"" Johnson",,American software engineers,,,,,"https://en.wikipedia.org/wiki/Ken_""Pinto_Ron""_Johnson",unresearched,unverified_candidate,Wikipedia category: American software engineers
11,fe-058-11-brianna-wu,Brianna Wu,1987,game developer,,,,,https://en.wikipedia.org/wiki/Brianna_Wu,unresearched,unverified_candidate,Curated: game developer
12,fe-058-12-fil-maj,Fil Maj,,PhoneGap engineer,,,,,https://en.wikipedia.org/wiki/Fil_Maj,unresearched,unverified_candidate,Curated: PhoneGap engineer
