candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-052-01-dave-morin,Dave Morin,1980,Facebook engineer,,,,,https://en.wikipedia.org/wiki/Dave_Morin,unresearched,unverified_candidate,Curated: Facebook engineer
2,fe-052-02-dmitri-alperovitch,Dmitri Alperovitch,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Dmitri_Alperovitch,unresearched,unverified_candidate,Wikipedia category: American technology company founders
3,fe-052-03-andrew-ng,Andrew Ng,1976,AI researcher,,,,,https://en.wikipedia.org/wiki/Andrew_Ng,unresearched,unverified_candidate,Curated: AI researcher
4,fe-052-04-jesse-newland,Jesse Newland,,GitHub engineer,,,,,https://en.wikipedia.org/wiki/Jesse_Newland,unresearched,unverified_candidate,Curated: GitHub engineer
5,fe-052-05-derek-mcgowan,Derek McGowan,,Docker engineer,,,,,https://en.wikipedia.org/wiki/Derek_McGowan,unresearched,unverified_candidate,Curated: Docker engineer
6,fe-052-06-werner-buchholz,Werner Buchholz,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Werner_Buchholz,unresearched,unverified_candidate,Wikipedia category: American computer scientists
7,fe-052-07-reed-hastings,Reed Hastings,1960,Netflix founder,,,,,https://en.wikipedia.org/wiki/Reed_Hastings,unresearched,unverified_candidate,Curated: Netflix founder
8,fe-052-08-heather-baldry,Heather Baldry,,GitHub engineer,,,,,https://en.wikipedia.org/wiki/Heather_Baldry,unresearched,unverified_candidate,Curated: GitHub engineer
9,fe-052-09-ian-goodfellow,Ian Goodfellow,1985,AI researcher,,,,,https://en.wikipedia.org/wiki/Ian_Goodfellow,unresearched,unverified_candidate,Curated: AI researcher
10,fe-052-10-rachel-binx,Rachel Binx,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Rachel_Binx,unresearched,unverified_candidate,Wikipedia category: American computer scientists
11,fe-052-11-brian-armstrong-(businessman),Brian Armstrong (businessman),,American software engineers,,,,,https://en.wikipedia.org/wiki/Brian_Armstrong_(businessman),unresearched,unverified_candidate,Wikipedia category: American software engineers
12,fe-052-12-hamid-arabnia,Hamid Arabnia,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Hamid_Arabnia,unresearched,unverified_candidate,Wikipedia category: American computer scientists
