candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-056-01-kay-sievers,Kay Sievers,1980,systemd contributor,,,,,https://en.wikipedia.org/wiki/Kay_Sievers,unresearched,unverified_candidate,Curated: systemd contributor
2,fe-056-02-cameron-mcefee,Cameron McEfee,,GitHub engineer,,,,,https://en.wikipedia.org/wiki/Cameron_McEfee,unresearched,unverified_candidate,Curated: GitHub engineer
3,fe-056-03-randal-bryant,Randal Bryant,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Randal_Bryant,unresearched,unverified_candidate,Wikipedia category: American computer scientists
4,fe-056-04-david-baron-(computer-scientist),David Baron (computer scientist),,American computer scientists,,,,,https://en.wikipedia.org/wiki/David_Baron_(computer_scientist),unresearched,unverified_candidate,Wikipedia category: American computer scientists
5,fe-056-05-klaus-iglberger,Klaus Iglberger,,C++ author,,,,,https://en.wikipedia.org/wiki/Klaus_Iglberger,unresearched,unverified_candidate,Curated: C++ author
6,fe-056-06-rohan-seth,Rohan Seth,1991,tech founder,,,,,https://en.wikipedia.org/wiki/Rohan_Seth,unresearched,unverified_candidate,Curated: tech founder
7,fe-056-07-tim-lister,Tim Lister,,American software engineers,,,,,https://en.wikipedia.org/wiki/Tim_Lister,unresearched,unverified_candidate,Wikipedia category: American software engineers
8,fe-056-08-magdalena-bałazińska,Magdalena Bałazińska,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Magdalena_Bałazińska,unresearched,unverified_candidate,Wikipedia category: American computer scientists
9,fe-056-09-cory-fields,Cory Fields,,Bitcoin contributor,,,,,https://en.wikipedia.org/wiki/Cory_Fields,unresearched,unverified_candidate,Curated: Bitcoin contributor
10,fe-056-10-elizabeth-bradley-(mathematician-and-rower),Elizabeth Bradley (mathematician and rower),,American computer scientists,,,,,https://en.wikipedia.org/wiki/Elizabeth_Bradley_(mathematician_and_rower),unresearched,unverified_candidate,Wikipedia category: American computer scientists
11,fe-056-11-everett-l.-bull,Everett L. Bull,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Everett_L._Bull,unresearched,unverified_candidate,Wikipedia category: American computer scientists
12,fe-056-12-safra-catz,Safra Catz,1961,Oracle CEO,,,,,https://en.wikipedia.org/wiki/Safra_Catz,unresearched,unverified_candidate,Curated: Oracle CEO
