candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-008-01-reggie-brown,Reggie Brown,1991,Snapchat founder,,,,,https://en.wikipedia.org/wiki/Reggie_Brown,unresearched,unverified_candidate,Curated: Snapchat founder
2,fe-008-02-samir-arora,Samir Arora,,American software engineers,,,,,https://en.wikipedia.org/wiki/Samir_Arora,unresearched,unverified_candidate,Wikipedia category: American software engineers
3,fe-008-03-sujata-banerjee,Sujata Banerjee,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Sujata_Banerjee,unresearched,unverified_candidate,Wikipedia category: American computer scientists
4,fe-008-04-daniel-smith,Daniel Smith,,Kubernetes contributor,,,,,https://en.wikipedia.org/wiki/Daniel_Smith,unresearched,unverified_candidate,Curated: Kubernetes contributor
5,fe-008-05-leon-bottou,Leon Bottou,1965,ML researcher,,,,,https://en.wikipedia.org/wiki/Leon_Bottou,unresearched,unverified_candidate,Curated: ML researcher
6,fe-008-06-jeanne-clare-adams,Jeanne Clare Adams,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Jeanne_Clare_Adams,unresearched,unverified_candidate,Wikipedia category: American computer scientists
7,fe-008-07-william-lamie,William Lamie,,American software engineers,,,,,https://en.wikipedia.org/wiki/William_Lamie,unresearched,unverified_candidate,Wikipedia category: American software engineers
8,fe-008-08-jeff-hawkins,Jeff Hawkins,1957,Palm founder,,,,,https://en.wikipedia.org/wiki/Jeff_Hawkins,unresearched,unverified_candidate,Curated: Palm founder
9,fe-008-09-tom-brown,Tom Brown,1991,Anthropic founder,,,,,https://en.wikipedia.org/wiki/Tom_Brown,unresearched,unverified_candidate,Curated: Anthropic founder
10,fe-008-10-mike-sokolsky,Mike Sokolsky,,Udacity founder,,,,,https://en.wikipedia.org/wiki/Mike_Sokolsky,unresearched,unverified_candidate,Curated: Udacity founder
11,fe-008-11-erin-musk,Erin Musk,,tech founder,,,,,https://en.wikipedia.org/wiki/Erin_Musk,unresearched,unverified_candidate,Curated: tech founder
12,fe-008-12-marcus-schwarting,Marcus Schwarting,,Valve engineer,,,,,https://en.wikipedia.org/wiki/Marcus_Schwarting,unresearched,unverified_candidate,Curated: Valve engineer
