candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-012-01-ron-jeffries,Ron Jeffries,,XP contributor,,,,,https://en.wikipedia.org/wiki/Ron_Jeffries,unresearched,unverified_candidate,Curated: XP contributor
2,fe-012-02-mike-beedle,Mike Beedle,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Mike_Beedle,unresearched,unverified_candidate,Wikipedia category: American computer scientists
3,fe-012-03-misko-hevery,Misko Hevery,1972,Angular creator,,,,,https://en.wikipedia.org/wiki/Misko_Hevery,unresearched,unverified_candidate,Curated: Angular creator
4,fe-012-04-henrik-ingo,Henrik Ingo,,RethinkDB engineer,,,,,https://en.wikipedia.org/wiki/Henrik_Ingo,unresearched,unverified_candidate,Curated: RethinkDB engineer
5,fe-012-05-logan-kilpatrick,Logan Kilpatrick,,American software engineers,,,,,https://en.wikipedia.org/wiki/Logan_Kilpatrick,unresearched,unverified_candidate,Wikipedia category: American software engineers
6,fe-012-06-satya-nadella,Satya Nadella,,American software engineers,,,,,https://en.wikipedia.org/wiki/Satya_Nadella,unresearched,unverified_candidate,Wikipedia category: American software engineers
7,fe-012-07-hyung-won-chung,Hyung Won Chung,,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Hyung_Won_Chung,unresearched,unverified_candidate,Curated: OpenAI researcher
8,fe-012-08-joshua-schachter,Joshua Schachter,1974,Delicious founder,,,,,https://en.wikipedia.org/wiki/Joshua_Schachter,unresearched,unverified_candidate,Curated: Delicious founder
9,fe-012-09-baruch-awerbuch,Baruch Awerbuch,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Baruch_Awerbuch,unresearched,unverified_candidate,Wikipedia category: American computer scientists
10,fe-012-10-wendy-hall,Wendy Hall,1952,web pioneer,,,,,https://en.wikipedia.org/wiki/Wendy_Hall,unresearched,unverified_candidate,Curated: web pioneer
11,fe-012-11-woody-bledsoe,Woody Bledsoe,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Woody_Bledsoe,unresearched,unverified_candidate,Wikipedia category: American computer scientists
12,fe-012-12-pieter-wuille,Pieter Wuille,1988,Bitcoin contributor,,,,,https://en.wikipedia.org/wiki/Pieter_Wuille,unresearched,unverified_candidate,Curated: Bitcoin contributor
