candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-044-01-mac-brennan,Mac Brennan,,American software engineers,,,,,https://en.wikipedia.org/wiki/Mac_Brennan,unresearched,unverified_candidate,Wikipedia category: American software engineers
2,fe-044-02-martín-abadi,Martín Abadi,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Martín_Abadi,unresearched,unverified_candidate,Wikipedia category: American computer scientists
3,fe-044-03-andrew-beal,Andrew Beal,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Andrew_Beal,unresearched,unverified_candidate,Wikipedia category: American technology company founders
4,fe-044-04-sabeer-bhatia,Sabeer Bhatia,1968,Hotmail founder,,,,,https://en.wikipedia.org/wiki/Sabeer_Bhatia,unresearched,unverified_candidate,Curated: Hotmail founder
5,fe-044-05-mike-nearman,Mike Nearman,,American software engineers,,,,,https://en.wikipedia.org/wiki/Mike_Nearman,unresearched,unverified_candidate,Wikipedia category: American software engineers
6,fe-044-06-matt-boersma,Matt Boersma,,Docker engineer,,,,,https://en.wikipedia.org/wiki/Matt_Boersma,unresearched,unverified_candidate,Curated: Docker engineer
7,fe-044-07-gor-nishanov,Gor Nishanov,,C++ contributor,,,,,https://en.wikipedia.org/wiki/Gor_Nishanov,unresearched,unverified_candidate,Curated: C++ contributor
8,fe-044-08-tom-gundersen,Tom Gundersen,,systemd contributor,,,,,https://en.wikipedia.org/wiki/Tom_Gundersen,unresearched,unverified_candidate,Curated: systemd contributor
9,fe-044-09-michael-badnarik,Michael Badnarik,,American software engineers,,,,,https://en.wikipedia.org/wiki/Michael_Badnarik,unresearched,unverified_candidate,Wikipedia category: American software engineers
10,fe-044-10-nolan-bushnell,Nolan Bushnell,1943,Atari founder,,,,,https://en.wikipedia.org/wiki/Nolan_Bushnell,unresearched,unverified_candidate,Curated: Atari founder
11,fe-044-11-lennart-poettering,Lennart Poettering,1980,systemd creator,,,,,https://en.wikipedia.org/wiki/Lennart_Poettering,unresearched,unverified_candidate,Curated: systemd creator
12,fe-044-12-naftali-bennett,Naftali Bennett,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Naftali_Bennett,unresearched,unverified_candidate,Wikipedia category: American technology company founders
