candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-037-01-pete-hunt,Pete Hunt,,React engineer,,,,,https://en.wikipedia.org/wiki/Pete_Hunt,unresearched,unverified_candidate,Curated: React engineer
2,fe-037-02-marc-auslander,Marc Auslander,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Marc_Auslander,unresearched,unverified_candidate,Wikipedia category: American computer scientists
3,fe-037-03-marshall-clow,Marshall Clow,,C++ library maintainer,,,,,https://en.wikipedia.org/wiki/Marshall_Clow,unresearched,unverified_candidate,Curated: C++ library maintainer
4,fe-037-04-henry-gabryjelski,Henry Gabryjelski,,Microsoft engineer,,,,,https://en.wikipedia.org/wiki/Henry_Gabryjelski,unresearched,unverified_candidate,Curated: Microsoft engineer
5,fe-037-05-sheryl-sandberg,Sheryl Sandberg,1969,Facebook COO,,,,,https://en.wikipedia.org/wiki/Sheryl_Sandberg,unresearched,unverified_candidate,Curated: Facebook COO
6,fe-037-06-anne-e-schwartz,Anne E Schwartz,,Google engineer,,,,,https://en.wikipedia.org/wiki/Anne_E_Schwartz,unresearched,unverified_candidate,Curated: Google engineer
7,fe-037-07-antoine-poinsot,Antoine Poinsot,,Bitcoin contributor,,,,,https://en.wikipedia.org/wiki/Antoine_Poinsot,unresearched,unverified_candidate,Curated: Bitcoin contributor
8,fe-037-08-larry-kaplan,Larry Kaplan,,Atari engineer,,,,,https://en.wikipedia.org/wiki/Larry_Kaplan,unresearched,unverified_candidate,Curated: Atari engineer
9,fe-037-09-michal-schmidt,Michal Schmidt,,systemd contributor,,,,,https://en.wikipedia.org/wiki/Michal_Schmidt,unresearched,unverified_candidate,Curated: systemd contributor
10,fe-037-10-jeffrey-wilcke,Jeffrey Wilcke,,Ethereum founder,,,,,https://en.wikipedia.org/wiki/Jeffrey_Wilcke,unresearched,unverified_candidate,Curated: Ethereum founder
11,fe-037-11-jeffrey-wu,Jeffrey Wu,,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Jeffrey_Wu,unresearched,unverified_candidate,Curated: OpenAI researcher
12,fe-037-12-ivan-zhang,Ivan Zhang,,Cohere founder,,,,,https://en.wikipedia.org/wiki/Ivan_Zhang,unresearched,unverified_candidate,Curated: Cohere founder
