candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-x-200-01-fran-ois-chollet,François Chollet,1989,X eng @fchollet (708k followers): Keras creator,,,,,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Chollet,unresearched,unverified_candidate,X high-follower engineer/founder @fchollet ~708759 followers; Keras creator
2,fe-x-200-02-amjad-masad,Amjad Masad,1990,X eng @amasad (476k followers): Replit CEO,,,,,https://en.wikipedia.org/wiki/Amjad_Masad,unresearched,unverified_candidate,X high-follower engineer/founder @amasad ~476303 followers; Replit CEO
3,fe-x-200-03-wes-bos,Wes Bos,1987,X eng @wesbos (436k followers): JS educator Syntax,,,,,https://en.wikipedia.org/wiki/Wes_Bos,unresearched,unverified_candidate,X high-follower engineer/founder @wesbos ~436698 followers; JS educator Syntax
4,fe-x-200-04-addy-osmani,Addy Osmani,1986,X eng @addyosmani (407k followers): Chrome/Google eng,,,,,https://en.wikipedia.org/wiki/Addy_Osmani,unresearched,unverified_candidate,X high-follower engineer/founder @addyosmani ~407200 followers; Chrome/Google eng
5,fe-x-200-05-theprimeagen,ThePrimeagen,1989,X eng @ThePrimeagen (372k followers): Netflix eng educator,,,,,https://en.wikipedia.org/wiki/ThePrimeagen,unresearched,unverified_candidate,X high-follower engineer/founder @ThePrimeagen ~372114 followers; Netflix eng educator
6,fe-x-200-06-theo-browne,Theo Browne,1997,X eng @theo (363k followers): t3.gg CEO Twitch,,,,,https://en.wikipedia.org/wiki/Theo_Browne,unresearched,unverified_candidate,X high-follower engineer/founder @theo ~363718 followers; t3.gg CEO Twitch
7,fe-x-200-07-gergely-orosz,Gergely Orosz,1985,X eng @GergelyOrosz (345k followers): Pragmatic Engineer,,,,,https://en.wikipedia.org/wiki/Gergely_Orosz,unresearched,unverified_candidate,X high-follower engineer/founder @GergelyOrosz ~345278 followers; Pragmatic Engineer
8,fe-x-200-08-kent-c-dodds,Kent C. Dodds,1987,X eng @kentcdodds (322k followers): React educator,,,,,https://en.wikipedia.org/wiki/Kent_C._Dodds,unresearched,unverified_candidate,X high-follower engineer/founder @kentcdodds ~322996 followers; React educator
9,fe-x-200-09-sarah-drasner,Sarah Drasner,1984,X eng @sarah_edo (300k followers): Vue/Chrome eng lead,,,,,https://en.wikipedia.org/wiki/Sarah_Drasner,unresearched,unverified_candidate,X high-follower engineer/founder @sarah_edo ~300002 followers; Vue/Chrome eng lead
10,fe-x-200-10-simon-willison,Simon Willison,1981,X eng @simonw (198k followers): Django Datasette,,,,,https://en.wikipedia.org/wiki/Simon_Willison,unresearched,unverified_candidate,X high-follower engineer/founder @simonw ~198940 followers; Django Datasette
11,fe-x-200-11-shawn-wang,Shawn Wang,1988,X eng @swyx (175k followers): AI engineer educator,,,,,https://en.wikipedia.org/wiki/Shawn_Wang_(swyx),unresearched,unverified_candidate,X high-follower engineer/founder @swyx ~175963 followers; AI engineer educator
12,fe-x-200-12-charity-majors,Charity Majors,1983,X eng @mipsytipsy (81k followers): Honeycomb CTO,,,,,https://en.wikipedia.org/wiki/Charity_Majors,unresearched,unverified_candidate,X high-follower engineer/founder @mipsytipsy ~81454 followers; Honeycomb CTO
