candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-020-01-boz,Boz,,Facebook VP,,,,,https://en.wikipedia.org/wiki/Boz,unresearched,unverified_candidate,Curated: Facebook VP
2,fe-020-02-noam-shazeer,Noam Shazeer,1979,AI researcher,,,,,https://en.wikipedia.org/wiki/Noam_Shazeer,unresearched,unverified_candidate,Curated: AI researcher
3,fe-020-03-david-joiner,David Joiner,,American software engineers,,,,,https://en.wikipedia.org/wiki/David_Joiner,unresearched,unverified_candidate,Wikipedia category: American software engineers
4,fe-020-04-john-d.-musa,John D. Musa,,American software engineers,,,,,https://en.wikipedia.org/wiki/John_D._Musa,unresearched,unverified_candidate,Wikipedia category: American software engineers
5,fe-020-05-anatoly-yakovenko,Anatoly Yakovenko,1978,Solana founder,,,,,https://en.wikipedia.org/wiki/Anatoly_Yakovenko,unresearched,unverified_candidate,Curated: Solana founder
6,fe-020-06-matt-rogers,Matt Rogers,1983,Nest founder,,,,,https://en.wikipedia.org/wiki/Matt_Rogers,unresearched,unverified_candidate,Curated: Nest founder
7,fe-020-07-eileen-uchitelle,Eileen Uchitelle,,Rails contributor,,,,,https://en.wikipedia.org/wiki/Eileen_Uchitelle,unresearched,unverified_candidate,Curated: Rails contributor
8,fe-020-08-sebastian-raschka,Sebastian Raschka,1991,AI researcher,,,,,https://en.wikipedia.org/wiki/Sebastian_Raschka,unresearched,unverified_candidate,Curated: AI researcher
9,fe-020-09-jerry-cuomo,Jerry Cuomo,,American software engineers,,,,,https://en.wikipedia.org/wiki/Jerry_Cuomo,unresearched,unverified_candidate,Wikipedia category: American software engineers
10,fe-020-10-charles-hearn-(entrepreneur),Charles Hearn (entrepreneur),,American software engineers,,,,,https://en.wikipedia.org/wiki/Charles_Hearn_(entrepreneur),unresearched,unverified_candidate,Wikipedia category: American software engineers
11,fe-020-11-dan-hammer,Dan Hammer,,American software engineers,,,,,https://en.wikipedia.org/wiki/Dan_Hammer,unresearched,unverified_candidate,Wikipedia category: American software engineers
12,fe-020-12-joel-spolsky,Joel Spolsky,1965,Stack Overflow/Trello founder,,,,,https://en.wikipedia.org/wiki/Joel_Spolsky,unresearched,unverified_candidate,Curated: Stack Overflow/Trello founder
