candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-076-01-apoorva-mehta,Apoorva Mehta,1986,YC founder,,,,,https://en.wikipedia.org/wiki/Apoorva_Mehta,unresearched,unverified_candidate,Curated: YC founder
2,fe-076-02-diane-powell-murray,Diane Powell Murray,,American software engineers,,,,,https://en.wikipedia.org/wiki/Diane_Powell_Murray,unresearched,unverified_candidate,Wikipedia category: American software engineers
3,fe-076-03-fatma-özcan,Fatma Özcan,,American software engineers,,,,,https://en.wikipedia.org/wiki/Fatma_Özcan,unresearched,unverified_candidate,Wikipedia category: American software engineers
4,fe-076-04-devin-coldewey,Devin Coldewey,,tech writer,,,,,https://en.wikipedia.org/wiki/Devin_Coldewey,unresearched,unverified_candidate,Curated: tech writer
5,fe-076-05-david-miller,David Miller,,Linux kernel maintainer,,,,,https://en.wikipedia.org/wiki/David_Miller,unresearched,unverified_candidate,Curated: Linux kernel maintainer
6,fe-076-06-jeff-sutherland,Jeff Sutherland,1941,Scrum creator,,,,,https://en.wikipedia.org/wiki/Jeff_Sutherland,unresearched,unverified_candidate,Curated: Scrum creator
7,fe-076-07-olaf-carlson-wee,Olaf Carlson-Wee,1989,crypto founder,,,,,https://en.wikipedia.org/wiki/Olaf_Carlson-Wee,unresearched,unverified_candidate,Curated: crypto founder
8,fe-076-08-james-allan-(computer-scientist),James Allan (computer scientist),,American computer scientists,,,,,https://en.wikipedia.org/wiki/James_Allan_(computer_scientist),unresearched,unverified_candidate,Wikipedia category: American computer scientists
9,fe-076-09-john-h.-booske,John H. Booske,,American computer scientists,,,,,https://en.wikipedia.org/wiki/John_H._Booske,unresearched,unverified_candidate,Wikipedia category: American computer scientists
10,fe-076-10-gayle-laakmann-mcdowell,Gayle Laakmann McDowell,,American software engineers,,,,,https://en.wikipedia.org/wiki/Gayle_Laakmann_McDowell,unresearched,unverified_candidate,Wikipedia category: American software engineers
11,fe-076-11-guy-blelloch,Guy Blelloch,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Guy_Blelloch,unresearched,unverified_candidate,Wikipedia category: American computer scientists
12,fe-076-12-eric-meyer,Eric Meyer,1967,web standards advocate,,,,,https://en.wikipedia.org/wiki/Eric_Meyer,unresearched,unverified_candidate,Curated: web standards advocate
