candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-083-01-luca-carloni,Luca Carloni,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Luca_Carloni,unresearched,unverified_candidate,Wikipedia category: American computer scientists
2,fe-083-02-jeff-skoll,Jeff Skoll,1965,eBay founder,,,,,https://en.wikipedia.org/wiki/Jeff_Skoll,unresearched,unverified_candidate,Curated: eBay founder
3,fe-083-03-charles-bachman,Charles Bachman,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Charles_Bachman,unresearched,unverified_candidate,Wikipedia category: American computer scientists
4,fe-083-04-anthony-di-iorio,Anthony Di Iorio,1974,Ethereum founder,,,,,https://en.wikipedia.org/wiki/Anthony_Di_Iorio,unresearched,unverified_candidate,Curated: Ethereum founder
5,fe-083-05-joel-watson,Joel Watson,,GitHub engineer,,,,,https://en.wikipedia.org/wiki/Joel_Watson,unresearched,unverified_candidate,Curated: GitHub engineer
6,fe-083-06-brett-adcock,Brett Adcock,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Brett_Adcock,unresearched,unverified_candidate,Wikipedia category: American technology company founders
7,fe-083-07-muneeb-ali,Muneeb Ali,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Muneeb_Ali,unresearched,unverified_candidate,Wikipedia category: American computer scientists
8,fe-083-08-jeff-geerling,Jeff Geerling,,American software engineers,,,,,https://en.wikipedia.org/wiki/Jeff_Geerling,unresearched,unverified_candidate,Wikipedia category: American software engineers
9,fe-083-09-herb-sutter,Herb Sutter,1963,C++ author,,,,,https://en.wikipedia.org/wiki/Herb_Sutter,unresearched,unverified_candidate,Curated: C++ author
10,fe-083-10-long-ouyang,Long Ouyang,,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Long_Ouyang,unresearched,unverified_candidate,Curated: OpenAI researcher
11,fe-083-11-mark-rein,Mark Rein,1963,Epic Games VP,,,,,https://en.wikipedia.org/wiki/Mark_Rein,unresearched,unverified_candidate,Curated: Epic Games VP
12,fe-083-12-arthur-mensch,Arthur Mensch,1992,Mistral AI founder,,,,,https://en.wikipedia.org/wiki/Arthur_Mensch,unresearched,unverified_candidate,Curated: Mistral AI founder
