candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-109-01-ivan-zhao,Ivan Zhao,1986,Founder: Notion,,,,,https://en.wikipedia.org/wiki/Ivan_Zhao,unresearched,unverified_candidate,40pct high-yield founder: Notion
2,fe-109-02-simon-last,Simon Last,1990,Founder: Notion,,,,,https://en.wikipedia.org/wiki/Simon_Last,unresearched,unverified_candidate,40pct high-yield founder: Notion
3,fe-109-03-ben-thompson,Ben Thompson,1982,Founder: Stratechery,,,,,https://en.wikipedia.org/wiki/Ben_Thompson_(writer),unresearched,unverified_candidate,40pct high-yield founder: Stratechery
4,fe-109-04-andrew-chen,Andrew Chen,1982,Founder: a16z,,,,,https://en.wikipedia.org/wiki/Andrew_Chen,unresearched,unverified_candidate,40pct high-yield founder: a16z
5,fe-109-05-jeremy-liew,Jeremy Liew,1972,Founder: Lightspeed,,,,,https://en.wikipedia.org/wiki/Jeremy_Liew,unresearched,unverified_candidate,40pct high-yield founder: Lightspeed
6,fe-109-06-josh-kopelman,Josh Kopelman,1972,Founder: First Round,,,,,https://en.wikipedia.org/wiki/Josh_Kopelman,unresearched,unverified_candidate,40pct high-yield founder: First Round
7,fe-109-07-mike-maples-jr,Mike Maples Jr,1968,Founder: Floodgate,,,,,https://en.wikipedia.org/wiki/Mike_Maples_Jr.,unresearched,unverified_candidate,40pct high-yield founder: Floodgate
8,fe-109-08-kirsten-green,Kirsten Green,1971,Founder: Forerunner,,,,,https://en.wikipedia.org/wiki/Kirsten_Green,unresearched,unverified_candidate,40pct high-yield founder: Forerunner
9,fe-109-09-sarah-tavel,Sarah Tavel,1983,Founder: Benchmark,,,,,https://en.wikipedia.org/wiki/Sarah_Tavel,unresearched,unverified_candidate,40pct high-yield founder: Benchmark
10,fe-109-10-bill-gurley,Bill Gurley,1966,Founder: Benchmark,,,,,https://en.wikipedia.org/wiki/Bill_Gurley,unresearched,unverified_candidate,40pct high-yield founder: Benchmark
11,fe-109-11-peter-fenton,Peter Fenton,1972,Founder: Benchmark,,,,,https://en.wikipedia.org/wiki/Peter_Fenton_(venture_capitalist),unresearched,unverified_candidate,40pct high-yield founder: Benchmark
12,fe-109-12-mitch-lasky,Mitch Lasky,1962,Founder: Benchmark,,,,,https://en.wikipedia.org/wiki/Mitch_Lasky,unresearched,unverified_candidate,40pct high-yield founder: Benchmark
