candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-082-01-john-hughes,John Hughes,,Haskell researcher,,,,,https://en.wikipedia.org/wiki/John_Hughes,unresearched,unverified_candidate,Curated: Haskell researcher
2,fe-082-02-sergio-villarreal,Sergio Villarreal,,Slack founder,,,,,https://en.wikipedia.org/wiki/Sergio_Villarreal,unresearched,unverified_candidate,Curated: Slack founder
3,fe-082-03-andrei-alexandrescu,Andrei Alexandrescu,1969,D/C++ author,,,,,https://en.wikipedia.org/wiki/Andrei_Alexandrescu,unresearched,unverified_candidate,Curated: D/C++ author
4,fe-082-04-yuri-burda,Yuri Burda,,AI researcher,,,,,https://en.wikipedia.org/wiki/Yuri_Burda,unresearched,unverified_candidate,Curated: AI researcher
5,fe-082-05-douglas-engelbart,Douglas Engelbart,1925,mouse inventor,,,,,https://en.wikipedia.org/wiki/Douglas_Engelbart,unresearched,unverified_candidate,Curated: mouse inventor
6,fe-082-06-james-c.-browne,James C. Browne,,American computer scientists,,,,,https://en.wikipedia.org/wiki/James_C._Browne,unresearched,unverified_candidate,Wikipedia category: American computer scientists
7,fe-082-07-jan-koum,Jan Koum,1970,WhatsApp founder,,,,,https://en.wikipedia.org/wiki/Jan_Koum,unresearched,unverified_candidate,Curated: WhatsApp founder
8,fe-082-08-samuel-buss,Samuel Buss,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Samuel_Buss,unresearched,unverified_candidate,Wikipedia category: American computer scientists
9,fe-082-09-gary-wang,Gary Wang,1994,FTX founder,,,,,https://en.wikipedia.org/wiki/Gary_Wang,unresearched,unverified_candidate,Curated: FTX founder
10,fe-082-10-shou-zi-chew,Shou Zi Chew,1982,TikTok CEO,,,,,https://en.wikipedia.org/wiki/Shou_Zi_Chew,unresearched,unverified_candidate,Curated: TikTok CEO
11,fe-082-11-aisha-bowe,Aisha Bowe,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Aisha_Bowe,unresearched,unverified_candidate,Wikipedia category: American computer scientists
12,fe-082-12-grady-booch,Grady Booch,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Grady_Booch,unresearched,unverified_candidate,Wikipedia category: American computer scientists
