candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-099-01-nick-swinmurn,Nick Swinmurn,1974,Zappos,,,,,https://en.wikipedia.org/wiki/Nick_Swinmurn,unresearched,unverified_candidate,High-yield curated v2: Zappos
2,fe-099-02-jason-citron,Jason Citron,1984,Discord,,,,,https://en.wikipedia.org/wiki/Jason_Citron,unresearched,unverified_candidate,High-yield curated v2: Discord
3,fe-099-03-stanislav-vishnevskiy,Stanislav Vishnevskiy,1987,Discord,,,,,https://en.wikipedia.org/wiki/Stanislav_Vishnevskiy,unresearched,unverified_candidate,High-yield curated v2: Discord
4,fe-099-04-kevin-lin,Kevin Lin,1985,Twitch,,,,,https://en.wikipedia.org/wiki/Kevin_Lin_(businessman),unresearched,unverified_candidate,High-yield curated v2: Twitch
5,fe-099-05-anthony-levandowski,Anthony Levandowski,1980,self-driving,,,,,https://en.wikipedia.org/wiki/Anthony_Levandowski,unresearched,unverified_candidate,High-yield curated v2: self-driving
6,fe-099-06-chris-urmson,Chris Urmson,1976,Aurora/Waymo,,,,,https://en.wikipedia.org/wiki/Chris_Urmson,unresearched,unverified_candidate,High-yield curated v2: Aurora/Waymo
7,fe-099-07-sebastian-thrun,Sebastian Thrun,1967,Udacity/Google X,,,,,https://en.wikipedia.org/wiki/Sebastian_Thrun,unresearched,unverified_candidate,High-yield curated v2: Udacity/Google X
8,fe-099-08-luis-von-ahn,Luis von Ahn,1978,Duolingo/CAPTCHA,,,,,https://en.wikipedia.org/wiki/Luis_von_Ahn,unresearched,unverified_candidate,High-yield curated v2: Duolingo/CAPTCHA
9,fe-099-09-severin-hacker,Severin Hacker,1986,Duolingo,,,,,https://en.wikipedia.org/wiki/Severin_Hacker,unresearched,unverified_candidate,High-yield curated v2: Duolingo
10,fe-099-10-daniel-weinand,Daniel Weinand,1980,Shopify,,,,,https://en.wikipedia.org/wiki/Daniel_Weinand,unresearched,unverified_candidate,High-yield curated v2: Shopify
11,fe-099-11-danny-postma,Danny Postma,1992,indie maker,,,,,https://en.wikipedia.org/wiki/Danny_Postma,unresearched,unverified_candidate,High-yield curated v2: indie maker
