candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-002-01-susan-k.-land,Susan K. Land,,American software engineers,,,,,https://en.wikipedia.org/wiki/Susan_K._Land,unresearched,unverified_candidate,Wikipedia category: American software engineers
2,fe-002-02-satoshi-nakamoto,Satoshi Nakamoto,,Bitcoin creator,,,,,https://en.wikipedia.org/wiki/Satoshi_Nakamoto,unresearched,unverified_candidate,Curated: Bitcoin creator
3,fe-002-03-paul-dunahoo,Paul Dunahoo,,American software engineers,,,,,https://en.wikipedia.org/wiki/Paul_Dunahoo,unresearched,unverified_candidate,Wikipedia category: American software engineers
4,fe-002-04-justin-schuh,Justin Schuh,,Chrome engineer,,,,,https://en.wikipedia.org/wiki/Justin_Schuh,unresearched,unverified_candidate,Curated: Chrome engineer
5,fe-002-05-andrej-karpathy,Andrej Karpathy,1986,AI researcher,,,,,https://en.wikipedia.org/wiki/Andrej_Karpathy,unresearched,unverified_candidate,Curated: AI researcher
6,fe-002-06-werner-vogels,Werner Vogels,1958,Amazon CTO,,,,,https://en.wikipedia.org/wiki/Werner_Vogels,unresearched,unverified_candidate,Curated: Amazon CTO
7,fe-002-07-daniel-kaplan,Daniel Kaplan,,Mojang founder,,,,,https://en.wikipedia.org/wiki/Daniel_Kaplan,unresearched,unverified_candidate,Curated: Mojang founder
8,fe-002-08-jean-luc-vaillant,Jean-Luc Vaillant,,LinkedIn founder,,,,,https://en.wikipedia.org/wiki/Jean-Luc_Vaillant,unresearched,unverified_candidate,Curated: LinkedIn founder
9,fe-002-09-jeb_,Jeb_,1984,Minecraft developer,,,,,https://en.wikipedia.org/wiki/Jeb_,unresearched,unverified_candidate,Curated: Minecraft developer
10,fe-002-10-donna-dubinsky,Donna Dubinsky,1955,Palm founder,,,,,https://en.wikipedia.org/wiki/Donna_Dubinsky,unresearched,unverified_candidate,Curated: Palm founder
11,fe-002-11-doris-carver,Doris Carver,,American software engineers,,,,,https://en.wikipedia.org/wiki/Doris_Carver,unresearched,unverified_candidate,Wikipedia category: American software engineers
12,fe-002-12-elette-boyle,Elette Boyle,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Elette_Boyle,unresearched,unverified_candidate,Wikipedia category: American computer scientists
