candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-042-01-meredith-chin,Meredith Chin,,Facebook engineer,,,,,https://en.wikipedia.org/wiki/Meredith_Chin,unresearched,unverified_candidate,Curated: Facebook engineer
2,fe-042-02-jared-friedman,Jared Friedman,1984,YC partner,,,,,https://en.wikipedia.org/wiki/Jared_Friedman,unresearched,unverified_candidate,Curated: YC partner
3,fe-042-03-jessica-livingston,Jessica Livingston,1971,YC founder,,,,,https://en.wikipedia.org/wiki/Jessica_Livingston,unresearched,unverified_candidate,Curated: YC founder
4,fe-042-04-lorraine-borman,Lorraine Borman,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Lorraine_Borman,unresearched,unverified_candidate,Wikipedia category: American computer scientists
5,fe-042-05-godfrey-chan,Godfrey Chan,,Rails contributor,,,,,https://en.wikipedia.org/wiki/Godfrey_Chan,unresearched,unverified_candidate,Curated: Rails contributor
6,fe-042-06-pooja-sankar,Pooja Sankar,,Piazza founder,,,,,https://en.wikipedia.org/wiki/Pooja_Sankar,unresearched,unverified_candidate,Curated: Piazza founder
7,fe-042-07-ken-schwaber,Ken Schwaber,,Scrum creator,,,,,https://en.wikipedia.org/wiki/Ken_Schwaber,unresearched,unverified_candidate,Curated: Scrum creator
8,fe-042-08-ken-orr,Ken Orr,,American software engineers,,,,,https://en.wikipedia.org/wiki/Ken_Orr,unresearched,unverified_candidate,Wikipedia category: American software engineers
9,fe-042-09-ryan-paul,Ryan Paul,,tech engineer,,,,,https://en.wikipedia.org/wiki/Ryan_Paul,unresearched,unverified_candidate,Curated: tech engineer
10,fe-042-10-andrew-bosworth,Andrew Bosworth,,Facebook VP,,,,,https://en.wikipedia.org/wiki/Andrew_Bosworth,unresearched,unverified_candidate,Curated: Facebook VP
11,fe-042-11-mark-chen,Mark Chen,,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Mark_Chen,unresearched,unverified_candidate,Curated: OpenAI researcher
12,fe-042-12-notch,Notch,1979,Minecraft creator,,,,,https://en.wikipedia.org/wiki/Notch,unresearched,unverified_candidate,Curated: Minecraft creator
