candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-w3-220-01-robert-morris,Robert Morris,1965,Founder/eng: Morris worm,,,,,https://en.wikipedia.org/wiki/Robert_Tappan_Morris,unresearched,unverified_candidate,Wave3 addition: Morris worm
2,fe-w3-220-02-richard-liu,Richard Liu,1973,Founder/eng: JD.com,,,,,https://en.wikipedia.org/wiki/Richard_Liu,unresearched,unverified_candidate,Wave3 addition: JD.com
3,fe-w3-220-03-elad-gil,Elad Gil,1976,Founder/eng: Color,,,,,https://en.wikipedia.org/wiki/Elad_Gil,unresearched,unverified_candidate,Wave3 addition: Color
4,fe-w3-220-04-derek-sivers,Derek Sivers,1969,Founder/eng: CD Baby,,,,,https://en.wikipedia.org/wiki/Derek_Sivers,unresearched,unverified_candidate,Wave3 addition: CD Baby
5,fe-w3-220-05-patrick-mckenzie,Patrick McKenzie,1984,Founder/eng: patio11 Bingo Card Creator,,,,,https://en.wikipedia.org/wiki/Patrick_McKenzie,unresearched,unverified_candidate,Wave3 addition: patio11 Bingo Card Creator
6,fe-w3-220-06-perry-chen,Perry Chen,1976,Founder/eng: Kickstarter,,,,,https://en.wikipedia.org/wiki/Perry_Chen,unresearched,unverified_candidate,Wave3 addition: Kickstarter
7,fe-w3-220-07-yancey-strickler,Yancey Strickler,1978,Founder/eng: Kickstarter,,,,,https://en.wikipedia.org/wiki/Yancey_Strickler,unresearched,unverified_candidate,Wave3 addition: Kickstarter
8,fe-w3-220-08-charles-adler,Charles Adler,1976,Founder/eng: Kickstarter,,,,,https://en.wikipedia.org/wiki/Charles_Adler_(entrepreneur),unresearched,unverified_candidate,Wave3 addition: Kickstarter
9,fe-w3-220-09-alex-finn,Alex Finn,1995,Founder/eng: AI indie,,,,,https://twitter.com/AlexFinn,unresearched,unverified_candidate,Wave3 addition: AI indie
10,fe-w3-220-10-dan-shipper,Dan Shipper,1990,Founder/eng: Every AI,,,,,https://en.wikipedia.org/wiki/Dan_Shipper,unresearched,unverified_candidate,Wave3 addition: Every AI
11,fe-w3-220-11-nathan-baschez,Nathan Baschez,1988,Founder/eng: Every Divinations,,,,,https://twitter.com/nbashaw,unresearched,unverified_candidate,Wave3 addition: Every Divinations
12,fe-w3-220-12-linus-sebastian,Linus Sebastian,1986,Founder/eng: LTT,,,,,https://en.wikipedia.org/wiki/Linus_Sebastian,unresearched,unverified_candidate,Wave3 addition: LTT
