candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-073-01-naval-ravikant,Naval Ravikant,1974,AngelList founder,,,,,https://en.wikipedia.org/wiki/Naval_Ravikant,unresearched,unverified_candidate,Curated: AngelList founder
2,fe-073-02-liang-rubo,Liang Rubo,,ByteDance founder,,,,,https://en.wikipedia.org/wiki/Liang_Rubo,unresearched,unverified_candidate,Curated: ByteDance founder
3,fe-073-03-balaji-srinivasan,Balaji Srinivasan,1980,crypto/tech founder,,,,,https://en.wikipedia.org/wiki/Balaji_Srinivasan,unresearched,unverified_candidate,Curated: crypto/tech founder
4,fe-073-04-daniel-mack,Daniel Mack,,systemd contributor,,,,,https://en.wikipedia.org/wiki/Daniel_Mack,unresearched,unverified_candidate,Curated: systemd contributor
5,fe-073-05-emma-brunskill,Emma Brunskill,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Emma_Brunskill,unresearched,unverified_candidate,Wikipedia category: American computer scientists
6,fe-073-06-murray-campbell,Murray Campbell,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Murray_Campbell,unresearched,unverified_candidate,Wikipedia category: American computer scientists
7,fe-073-07-william-hockey,William Hockey,1988,Plaid founder,,,,,https://en.wikipedia.org/wiki/William_Hockey,unresearched,unverified_candidate,Curated: Plaid founder
8,fe-073-08-arquay-harris,Arquay Harris,,American software engineers,,,,,https://en.wikipedia.org/wiki/Arquay_Harris,unresearched,unverified_candidate,Wikipedia category: American software engineers
9,fe-073-09-kevin-hale,Kevin Hale,1980,YC partner,,,,,https://en.wikipedia.org/wiki/Kevin_Hale,unresearched,unverified_candidate,Curated: YC partner
10,fe-073-10-searge,Searge,,Minecraft developer,,,,,https://en.wikipedia.org/wiki/Searge,unresearched,unverified_candidate,Curated: Minecraft developer
11,fe-073-11-meg-whitman,Meg Whitman,1956,eBay CEO,,,,,https://en.wikipedia.org/wiki/Meg_Whitman,unresearched,unverified_candidate,Curated: eBay CEO
12,fe-073-12-brian-grant,Brian Grant,,Kubernetes contributor,,,,,https://en.wikipedia.org/wiki/Brian_Grant,unresearched,unverified_candidate,Curated: Kubernetes contributor
