candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-048-01-allan-alcorn,Allan Alcorn,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Allan_Alcorn,unresearched,unverified_candidate,Wikipedia category: American computer scientists
2,fe-048-02-kirsty-nathoo,Kirsty Nathoo,,YC partner,,,,,https://en.wikipedia.org/wiki/Kirsty_Nathoo,unresearched,unverified_candidate,Curated: YC partner
3,fe-048-03-jessica-jackley,Jessica Jackley,1977,Kiva founder,,,,,https://en.wikipedia.org/wiki/Jessica_Jackley,unresearched,unverified_candidate,Curated: Kiva founder
4,fe-048-04-kelly-blincoe,Kelly Blincoe,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Kelly_Blincoe,unresearched,unverified_candidate,Wikipedia category: American computer scientists
5,fe-048-05-filipe-de-avila-belbute-peres,Filipe de Avila Belbute Peres,,AI researcher,,,,,https://en.wikipedia.org/wiki/Filipe_de_Avila_Belbute_Peres,unresearched,unverified_candidate,Curated: AI researcher
6,fe-048-06-murat-bazarov,Murat Bazarov,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Murat_Bazarov,unresearched,unverified_candidate,Wikipedia category: American technology company founders
7,fe-048-07-matt-corallo,Matt Corallo,1988,Bitcoin contributor,,,,,https://en.wikipedia.org/wiki/Matt_Corallo,unresearched,unverified_candidate,Curated: Bitcoin contributor
8,fe-048-08-jim-brown-(computer-scientist),Jim Brown (computer scientist),,American computer scientists,,,,,https://en.wikipedia.org/wiki/Jim_Brown_(computer_scientist),unresearched,unverified_candidate,Wikipedia category: American computer scientists
9,fe-048-09-guido-van-rossum,Guido van Rossum,1956,Python creator,,,,,https://en.wikipedia.org/wiki/Guido_van_Rossum,unresearched,unverified_candidate,Curated: Python creator
10,fe-048-10-john-gibbs-(government-official),John Gibbs (government official),,American software engineers,,,,,https://en.wikipedia.org/wiki/John_Gibbs_(government_official),unresearched,unverified_candidate,Wikipedia category: American software engineers
11,fe-048-11-yelp-founder,Yelp founder,,tech founder,,,,,https://en.wikipedia.org/wiki/Yelp_founder,unresearched,unverified_candidate,Curated: tech founder
12,fe-048-12-mihaela-cardei,Mihaela Cardei,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Mihaela_Cardei,unresearched,unverified_candidate,Wikipedia category: American computer scientists
