candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-098-01-chelsea-manning,Chelsea Manning,1987,whistleblower,,,,,https://en.wikipedia.org/wiki/Chelsea_Manning,unresearched,unverified_candidate,High-yield curated v2: whistleblower
2,fe-098-02-joe-lonsdale,Joe Lonsdale,1982,Palantir,,,,,https://en.wikipedia.org/wiki/Joe_Lonsdale,unresearched,unverified_candidate,High-yield curated v2: Palantir
3,fe-098-03-stephen-cohen,Stephen Cohen,1982,Palantir,,,,,https://en.wikipedia.org/wiki/Stephen_Cohen_(entrepreneur),unresearched,unverified_candidate,High-yield curated v2: Palantir
4,fe-098-04-nathan-gettings,Nathan Gettings,1981,Palantir,,,,,https://en.wikipedia.org/wiki/Nathan_Gettings,unresearched,unverified_candidate,High-yield curated v2: Palantir
5,fe-098-05-erik-finman,Erik Finman,1998,bitcoin millionaire,,,,,https://en.wikipedia.org/wiki/Erik_Finman,unresearched,unverified_candidate,High-yield curated v2: bitcoin millionaire
6,fe-098-06-gavin-andresen,Gavin Andresen,1966,Bitcoin Core,,,,,https://en.wikipedia.org/wiki/Gavin_Andresen,unresearched,unverified_candidate,High-yield curated v2: Bitcoin Core
7,fe-098-07-hal-finney,Hal Finney,1956,Bitcoin,,,,,https://en.wikipedia.org/wiki/Hal_Finney_(computer_scientist),unresearched,unverified_candidate,High-yield curated v2: Bitcoin
8,fe-098-08-jesse-pollak,Jesse Pollak,1990,Base/Coinbase,,,,,https://en.wikipedia.org/wiki/Jesse_Pollak,unresearched,unverified_candidate,High-yield curated v2: Base/Coinbase
9,fe-098-09-balaji-srinivasan,Balaji Srinivasan,1980,a16z/Coinbase,,,,,https://en.wikipedia.org/wiki/Balaji_Srinivasan,unresearched,unverified_candidate,High-yield curated v2: a16z/Coinbase
10,fe-098-10-chris-dixon,Chris Dixon,1972,a16z,,,,,https://en.wikipedia.org/wiki/Chris_Dixon,unresearched,unverified_candidate,High-yield curated v2: a16z
11,fe-098-11-ben-horowitz,Ben Horowitz,1966,a16z,,,,,https://en.wikipedia.org/wiki/Ben_Horowitz,unresearched,unverified_candidate,High-yield curated v2: a16z
12,fe-098-12-alfred-lin,Alfred Lin,1972,Sequoia/Zappos,,,,,https://en.wikipedia.org/wiki/Alfred_Lin,unresearched,unverified_candidate,High-yield curated v2: Sequoia/Zappos
