candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-060-01-shin-hyun-seong,Shin Hyun-seong,,Terra founder,,,,,https://en.wikipedia.org/wiki/Shin_Hyun-seong,unresearched,unverified_candidate,Curated: Terra founder
2,fe-060-02-owen-astrachan,Owen Astrachan,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Owen_Astrachan,unresearched,unverified_candidate,Wikipedia category: American computer scientists
3,fe-060-03-marko-elez,Marko Elez,,American software engineers,,,,,https://en.wikipedia.org/wiki/Marko_Elez,unresearched,unverified_candidate,Wikipedia category: American software engineers
4,fe-060-04-kris-nova,Kris Nova,1990,tech engineer,,,,,https://en.wikipedia.org/wiki/Kris_Nova,unresearched,unverified_candidate,Curated: tech engineer
5,fe-060-05-jaime-carbonell,Jaime Carbonell,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Jaime_Carbonell,unresearched,unverified_candidate,Wikipedia category: American computer scientists
6,fe-060-06-eugene-yan,Eugene Yan,,ML engineer,,,,,https://en.wikipedia.org/wiki/Eugene_Yan,unresearched,unverified_candidate,Curated: ML engineer
7,fe-060-07-tom-occhino,Tom Occhino,,React engineer,,,,,https://en.wikipedia.org/wiki/Tom_Occhino,unresearched,unverified_candidate,Curated: React engineer
8,fe-060-08-anne-wojcicki,Anne Wojcicki,1973,23andMe founder,,,,,https://en.wikipedia.org/wiki/Anne_Wojcicki,unresearched,unverified_candidate,Curated: 23andMe founder
9,fe-060-09-victor-basili,Victor Basili,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Victor_Basili,unresearched,unverified_candidate,Wikipedia category: American computer scientists
10,fe-060-10-kenyatta-cheese,Kenyatta Cheese,,American software engineers,,,,,https://en.wikipedia.org/wiki/Kenyatta_Cheese,unresearched,unverified_candidate,Wikipedia category: American software engineers
11,fe-060-11-andy-baio,Andy Baio,,American software engineers,,,,,https://en.wikipedia.org/wiki/Andy_Baio,unresearched,unverified_candidate,Wikipedia category: American software engineers
12,fe-060-12-wendy-schmidt,Wendy Schmidt,1955,tech philanthropist,,,,,https://en.wikipedia.org/wiki/Wendy_Schmidt,unresearched,unverified_candidate,Curated: tech philanthropist
