candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-094-01-brendan-eich,Brendan Eich,1961,JavaScript,,,,,https://en.wikipedia.org/wiki/Brendan_Eich,unresearched,unverified_candidate,High-yield curated: JavaScript
2,fe-094-02-bjarne-stroustrup,Bjarne Stroustrup,1950,C++,,,,,https://en.wikipedia.org/wiki/Bjarne_Stroustrup,unresearched,unverified_candidate,High-yield curated: C++
3,fe-094-03-dennis-ritchie,Dennis Ritchie,1941,C/Unix,,,,,https://en.wikipedia.org/wiki/Dennis_Ritchie,unresearched,unverified_candidate,High-yield curated: C/Unix
4,fe-094-04-stewart-butterfield,Stewart Butterfield,1973,Flickr/Slack,,,,,https://en.wikipedia.org/wiki/Stewart_Butterfield,unresearched,unverified_candidate,High-yield curated: Flickr/Slack
5,fe-094-05-cal-henderson,Cal Henderson,1981,Flickr/Slack,,,,,https://en.wikipedia.org/wiki/Cal_Henderson,unresearched,unverified_candidate,High-yield curated: Flickr/Slack
6,fe-094-06-biz-stone,Biz Stone,1974,Twitter,,,,,https://en.wikipedia.org/wiki/Biz_Stone,unresearched,unverified_candidate,High-yield curated: Twitter
7,fe-094-07-chad-hurley,Chad Hurley,1977,YouTube,,,,,https://en.wikipedia.org/wiki/Chad_Hurley,unresearched,unverified_candidate,High-yield curated: YouTube
8,fe-094-08-ben-silbermann,Ben Silbermann,1982,Pinterest,,,,,https://en.wikipedia.org/wiki/Ben_Silbermann,unresearched,unverified_candidate,High-yield curated: Pinterest
9,fe-094-09-tony-xu,Tony Xu,1984,DoorDash,,,,,https://en.wikipedia.org/wiki/Tony_Xu,unresearched,unverified_candidate,High-yield curated: DoorDash
10,fe-094-10-andy-fang,Andy Fang,1992,DoorDash,,,,,https://en.wikipedia.org/wiki/Andy_Fang,unresearched,unverified_candidate,High-yield curated: DoorDash
11,fe-094-11-stanley-tang,Stanley Tang,1992,DoorDash,,,,,https://en.wikipedia.org/wiki/Stanley_Tang,unresearched,unverified_candidate,High-yield curated: DoorDash
12,fe-094-12-reed-hastings,Reed Hastings,1960,Netflix,,,,,https://en.wikipedia.org/wiki/Reed_Hastings,unresearched,unverified_candidate,High-yield curated: Netflix
