candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-051-01-joe-becker-(unicode),Joe Becker (Unicode),,American computer scientists,,,,,https://en.wikipedia.org/wiki/Joe_Becker_(Unicode),unresearched,unverified_candidate,Wikipedia category: American computer scientists
2,fe-051-02-phil-bernstein,Phil Bernstein,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Phil_Bernstein,unresearched,unverified_candidate,Wikipedia category: American computer scientists
3,fe-051-03-nick-quaranto,Nick Quaranto,,GitHub engineer,,,,,https://en.wikipedia.org/wiki/Nick_Quaranto,unresearched,unverified_candidate,Curated: GitHub engineer
4,fe-051-04-larry-constantine,Larry Constantine,,American software engineers,,,,,https://en.wikipedia.org/wiki/Larry_Constantine,unresearched,unverified_candidate,Wikipedia category: American software engineers
5,fe-051-05-sean-griffin,Sean Griffin,,Rails contributor,,,,,https://en.wikipedia.org/wiki/Sean_Griffin,unresearched,unverified_candidate,Curated: Rails contributor
6,fe-051-06-jon-gosier,Jon Gosier,,American software engineers,,,,,https://en.wikipedia.org/wiki/Jon_Gosier,unresearched,unverified_candidate,Wikipedia category: American software engineers
7,fe-051-07-philip-agre,Philip Agre,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Philip_Agre,unresearched,unverified_candidate,Wikipedia category: American computer scientists
8,fe-051-08-tim-ruffing,Tim Ruffing,,Bitcoin contributor,,,,,https://en.wikipedia.org/wiki/Tim_Ruffing,unresearched,unverified_candidate,Curated: Bitcoin contributor
9,fe-051-09-rick-krajewski,Rick Krajewski,,American software engineers,,,,,https://en.wikipedia.org/wiki/Rick_Krajewski,unresearched,unverified_candidate,Wikipedia category: American software engineers
10,fe-051-10-aram-moghaddassi,Aram Moghaddassi,,American software engineers,,,,,https://en.wikipedia.org/wiki/Aram_Moghaddassi,unresearched,unverified_candidate,Wikipedia category: American software engineers
11,fe-051-11-sebastian-thorarensen,Sebastian Thorarensen,,tech engineer,,,,,https://en.wikipedia.org/wiki/Sebastian_Thorarensen,unresearched,unverified_candidate,Curated: tech engineer
12,fe-051-12-martin-eberhard,Martin Eberhard,1960,Tesla founder,,,,,https://en.wikipedia.org/wiki/Martin_Eberhard,unresearched,unverified_candidate,Curated: Tesla founder
