candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-011-01-sherri-nichols,Sherri Nichols,,American software engineers,,,,,https://en.wikipedia.org/wiki/Sherri_Nichols,unresearched,unverified_candidate,Wikipedia category: American software engineers
2,fe-011-02-brian-acton,Brian Acton,1972,WhatsApp founder,,,,,https://en.wikipedia.org/wiki/Brian_Acton,unresearched,unverified_candidate,Curated: WhatsApp founder
3,fe-011-03-harj-taggar,Harj Taggar,1984,YC partner,,,,,https://en.wikipedia.org/wiki/Harj_Taggar,unresearched,unverified_candidate,Curated: YC partner
4,fe-011-04-maarten-grootendorst,Maarten Grootendorst,,AI researcher,,,,,https://en.wikipedia.org/wiki/Maarten_Grootendorst,unresearched,unverified_candidate,Curated: AI researcher
5,fe-011-05-robert-c.-martin,Robert C. Martin,,American software engineers,,,,,https://en.wikipedia.org/wiki/Robert_C._Martin,unresearched,unverified_candidate,Wikipedia category: American software engineers
6,fe-011-06-steve-mcconnell,Steve McConnell,,American software engineers,,,,,https://en.wikipedia.org/wiki/Steve_McConnell,unresearched,unverified_candidate,Wikipedia category: American software engineers
7,fe-011-07-alex-wiltschko,Alex Wiltschko,,ML researcher,,,,,https://en.wikipedia.org/wiki/Alex_Wiltschko,unresearched,unverified_candidate,Curated: ML researcher
8,fe-011-08-hal-abelson,Hal Abelson,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Hal_Abelson,unresearched,unverified_candidate,Wikipedia category: American computer scientists
9,fe-011-09-omkhar-arasaratnam,Omkhar Arasaratnam,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Omkhar_Arasaratnam,unresearched,unverified_candidate,Wikipedia category: American computer scientists
10,fe-011-10-aaron-grattafiori,Aaron Grattafiori,,Docker engineer,,,,,https://en.wikipedia.org/wiki/Aaron_Grattafiori,unresearched,unverified_candidate,Curated: Docker engineer
11,fe-011-11-lonnie-d.-bentley,Lonnie D. Bentley,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Lonnie_D._Bentley,unresearched,unverified_candidate,Wikipedia category: American computer scientists
12,fe-011-12-robert-griesemer,Robert Griesemer,,Go creator,,,,,https://en.wikipedia.org/wiki/Robert_Griesemer,unresearched,unverified_candidate,Curated: Go creator
