candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-009-01-carla-brodley,Carla Brodley,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Carla_Brodley,unresearched,unverified_candidate,Wikipedia category: American computer scientists
2,fe-009-02-sara-wojcicki,Sara Wojcicki,,tech adjacent,,,,,https://en.wikipedia.org/wiki/Sara_Wojcicki,unresearched,unverified_candidate,Curated: tech adjacent
3,fe-009-03-scott-forstall,Scott Forstall,,American software engineers,,,,,https://en.wikipedia.org/wiki/Scott_Forstall,unresearched,unverified_candidate,Wikipedia category: American software engineers
4,fe-009-04-tracy-chou-(software-engineer),Tracy Chou (software engineer),,American software engineers,,,,,https://en.wikipedia.org/wiki/Tracy_Chou_(software_engineer),unresearched,unverified_candidate,Wikipedia category: American software engineers
5,fe-009-05-charlie-robbins,Charlie Robbins,,Node contributor,,,,,https://en.wikipedia.org/wiki/Charlie_Robbins,unresearched,unverified_candidate,Curated: Node contributor
6,fe-009-06-darrell-etherington,Darrell Etherington,,tech writer,,,,,https://en.wikipedia.org/wiki/Darrell_Etherington,unresearched,unverified_candidate,Curated: tech writer
7,fe-009-07-theodore-ts'o,Theodore Ts'o,1968,Linux kernel maintainer,,,,,https://en.wikipedia.org/wiki/Theodore_Ts'o,unresearched,unverified_candidate,Curated: Linux kernel maintainer
8,fe-009-08-brendan-gregg,Brendan Gregg,1972,Netflix/BPF engineer,,,,,https://en.wikipedia.org/wiki/Brendan_Gregg,unresearched,unverified_candidate,Curated: Netflix/BPF engineer
9,fe-009-09-geoffrey-hinton,Geoffrey Hinton,1947,AI researcher,,,,,https://en.wikipedia.org/wiki/Geoffrey_Hinton,unresearched,unverified_candidate,Curated: AI researcher
10,fe-009-10-ken-jennings,Ken Jennings,,American software engineers,,,,,https://en.wikipedia.org/wiki/Ken_Jennings,unresearched,unverified_candidate,Wikipedia category: American software engineers
11,fe-009-11-ada-lovelace,Ada Lovelace,1815,CS pioneer,,,,,https://en.wikipedia.org/wiki/Ada_Lovelace,unresearched,unverified_candidate,Curated: CS pioneer
12,fe-009-12-alex-padilla,Alex Padilla,,American software engineers,,,,,https://en.wikipedia.org/wiki/Alex_Padilla,unresearched,unverified_candidate,Wikipedia category: American software engineers
