candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-112-01-naveen-selvadurai,Naveen Selvadurai,1981,Founder: Foursquare,,,,,https://en.wikipedia.org/wiki/Naveen_Selvadurai,unresearched,unverified_candidate,40pct high-yield founder: Foursquare
2,fe-112-02-jawed,Jawed,1979,Founder: YouTube,,,,,https://en.wikipedia.org/wiki/Jawed_Karim,unresearched,unverified_candidate,40pct high-yield founder: YouTube
3,fe-112-03-blake-mycoskie,Blake Mycoskie,1976,Founder: TOMS,,,,,https://en.wikipedia.org/wiki/Blake_Mycoskie,unresearched,unverified_candidate,40pct high-yield founder: TOMS
4,fe-112-04-yvon-chouinard,Yvon Chouinard,1938,Founder: Patagonia,,,,,https://en.wikipedia.org/wiki/Yvon_Chouinard,unresearched,unverified_candidate,40pct high-yield founder: Patagonia
5,fe-112-05-phil-knight,Phil Knight,1938,Founder: Nike,,,,,https://en.wikipedia.org/wiki/Phil_Knight,unresearched,unverified_candidate,40pct high-yield founder: Nike
6,fe-112-06-bill-bowerman,Bill Bowerman,1911,Founder: Nike,,,,,https://en.wikipedia.org/wiki/Bill_Bowerman,unresearched,unverified_candidate,40pct high-yield founder: Nike
7,fe-112-07-howard-schultz,Howard Schultz,1953,Founder: Starbucks,,,,,https://en.wikipedia.org/wiki/Howard_Schultz,unresearched,unverified_candidate,40pct high-yield founder: Starbucks
8,fe-112-08-gordon-moore,Gordon Moore,1929,Founder: Intel,,,,,https://en.wikipedia.org/wiki/Gordon_Moore,unresearched,unverified_candidate,40pct high-yield founder: Intel
9,fe-112-09-robert-noyce,Robert Noyce,1927,Founder: Intel,,,,,https://en.wikipedia.org/wiki/Robert_Noyce,unresearched,unverified_candidate,40pct high-yield founder: Intel
10,fe-112-10-andy-grove,Andy Grove,1936,Founder: Intel,,,,,https://en.wikipedia.org/wiki/Andrew_Grove,unresearched,unverified_candidate,40pct high-yield founder: Intel
11,fe-112-11-jerry-sanders,Jerry Sanders,1936,Founder: AMD,,,,,https://en.wikipedia.org/wiki/Jerry_Sanders_(businessman),unresearched,unverified_candidate,40pct high-yield founder: AMD
12,fe-112-12-marcian-hoff,Marcian Hoff,1937,Founder: Intel 4004,,,,,https://en.wikipedia.org/wiki/Marcian_Hoff,unresearched,unverified_candidate,40pct high-yield founder: Intel 4004
