candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-023-01-yu-pan,Yu Pan,,PayPal founder,,,,,https://en.wikipedia.org/wiki/Yu_Pan,unresearched,unverified_candidate,Curated: PayPal founder
2,fe-023-02-edmund-berkeley,Edmund Berkeley,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Edmund_Berkeley,unresearched,unverified_candidate,Wikipedia category: American computer scientists
3,fe-023-03-alissa-jay-abdullah,Alissa Jay Abdullah,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Alissa_Jay_Abdullah,unresearched,unverified_candidate,Wikipedia category: American computer scientists
4,fe-023-04-perry-alexander,Perry Alexander,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Perry_Alexander,unresearched,unverified_candidate,Wikipedia category: American computer scientists
5,fe-023-05-christie-koehler,Christie Koehler,,Stripe engineer,,,,,https://en.wikipedia.org/wiki/Christie_Koehler,unresearched,unverified_candidate,Curated: Stripe engineer
6,fe-023-06-tom-preston-werner,Tom Preston-Werner,1979,GitHub founder,,,,,https://en.wikipedia.org/wiki/Tom_Preston-Werner,unresearched,unverified_candidate,Curated: GitHub founder
7,fe-023-07-babak-nivi,Babak Nivi,,AngelList founder,,,,,https://en.wikipedia.org/wiki/Babak_Nivi,unresearched,unverified_candidate,Curated: AngelList founder
8,fe-023-08-kate-losse,Kate Losse,,Facebook engineer,,,,,https://en.wikipedia.org/wiki/Kate_Losse,unresearched,unverified_candidate,Curated: Facebook engineer
9,fe-023-09-julian-bigelow,Julian Bigelow,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Julian_Bigelow,unresearched,unverified_candidate,Wikipedia category: American computer scientists
10,fe-023-10-daphne-koller,Daphne Koller,1968,Coursera founder,,,,,https://en.wikipedia.org/wiki/Daphne_Koller,unresearched,unverified_candidate,Curated: Coursera founder
11,fe-023-11-alexis-battle,Alexis Battle,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Alexis_Battle,unresearched,unverified_candidate,Wikipedia category: American computer scientists
12,fe-023-12-moira-burke,Moira Burke,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Moira_Burke,unresearched,unverified_candidate,Wikipedia category: American computer scientists
