candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-070-01-ruchi-sanghvi,Ruchi Sanghvi,1982,Facebook engineer,,,,,https://en.wikipedia.org/wiki/Ruchi_Sanghvi,unresearched,unverified_candidate,Curated: Facebook engineer
2,fe-070-02-sebastian-thrun,Sebastian Thrun,1967,Udacity founder,,,,,https://en.wikipedia.org/wiki/Sebastian_Thrun,unresearched,unverified_candidate,Curated: Udacity founder
3,fe-070-03-megan-garcia,Megan Garcia,,tech executive,,,,,https://en.wikipedia.org/wiki/Megan_Garcia,unresearched,unverified_candidate,Curated: tech executive
4,fe-070-04-ingrid-lunden,Ingrid Lunden,,tech writer,,,,,https://en.wikipedia.org/wiki/Ingrid_Lunden,unresearched,unverified_candidate,Curated: tech writer
5,fe-070-05-michael-b.-t.-bell,Michael B. T. Bell,,American software engineers,,,,,https://en.wikipedia.org/wiki/Michael_B._T._Bell,unresearched,unverified_candidate,Wikipedia category: American software engineers
6,fe-070-06-nancy-m.-amato,Nancy M. Amato,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Nancy_M._Amato,unresearched,unverified_candidate,Wikipedia category: American computer scientists
7,fe-070-07-remzi-arpaci-dusseau,Remzi Arpaci-Dusseau,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Remzi_Arpaci-Dusseau,unresearched,unverified_candidate,Wikipedia category: American computer scientists
8,fe-070-08-dan-fredinburg,Dan Fredinburg,,American software engineers,,,,,https://en.wikipedia.org/wiki/Dan_Fredinburg,unresearched,unverified_candidate,Wikipedia category: American software engineers
9,fe-070-09-leslie-lamport,Leslie Lamport,1941,CS researcher,,,,,https://en.wikipedia.org/wiki/Leslie_Lamport,unresearched,unverified_candidate,Curated: CS researcher
10,fe-070-10-alice-bean,Alice Bean,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Alice_Bean,unresearched,unverified_candidate,Wikipedia category: American computer scientists
11,fe-070-11-adam-paszke,Adam Paszke,1995,PyTorch creator,,,,,https://en.wikipedia.org/wiki/Adam_Paszke,unresearched,unverified_candidate,Curated: PyTorch creator
12,fe-070-12-rajive-bagrodia,Rajive Bagrodia,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Rajive_Bagrodia,unresearched,unverified_candidate,Wikipedia category: American computer scientists
