candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-113-01-stanley-mazor,Stanley Mazor,1941,Founder: Intel 4004,,,,,https://en.wikipedia.org/wiki/Stanley_Mazor,unresearched,unverified_candidate,40pct high-yield founder: Intel 4004
2,fe-113-02-masatoshi-shima,Masatoshi Shima,1943,Founder: Intel 4004,,,,,https://en.wikipedia.org/wiki/Masatoshi_Shima,unresearched,unverified_candidate,40pct high-yield founder: Intel 4004
3,fe-113-03-mike-markkula,Mike Markkula,1942,Founder: Apple,,,,,https://en.wikipedia.org/wiki/Mike_Markkula,unresearched,unverified_candidate,40pct high-yield founder: Apple
4,fe-113-04-ballmer-steve,Ballmer Steve,1956,Founder: Microsoft,,,,,https://en.wikipedia.org/wiki/Steve_Ballmer,unresearched,unverified_candidate,40pct high-yield founder: Microsoft
5,fe-113-05-mitch-kapor,Mitch Kapor,1950,Founder: Lotus,,,,,https://en.wikipedia.org/wiki/Mitch_Kapor,unresearched,unverified_candidate,40pct high-yield founder: Lotus
6,fe-113-06-dan-bricklin,Dan Bricklin,1951,Founder: VisiCalc,,,,,https://en.wikipedia.org/wiki/Dan_Bricklin,unresearched,unverified_candidate,40pct high-yield founder: VisiCalc
7,fe-113-07-bob-frankston,Bob Frankston,1949,Founder: VisiCalc,,,,,https://en.wikipedia.org/wiki/Bob_Frankston,unresearched,unverified_candidate,40pct high-yield founder: VisiCalc
8,fe-113-08-jonathan-sachs,Jonathan Sachs,1947,Founder: Lotus 1-2-3,,,,,https://en.wikipedia.org/wiki/Jonathan_Sachs,unresearched,unverified_candidate,40pct high-yield founder: Lotus 1-2-3
9,fe-113-09-philippe-kahn,Philippe Kahn,1952,Founder: Borland,,,,,https://en.wikipedia.org/wiki/Philippe_Kahn,unresearched,unverified_candidate,40pct high-yield founder: Borland
10,fe-113-10-gary-kildall,Gary Kildall,1942,Founder: CP/M,,,,,https://en.wikipedia.org/wiki/Gary_Kildall,unresearched,unverified_candidate,40pct high-yield founder: CP/M
11,fe-113-11-tim-paterson,Tim Paterson,1956,Founder: QDOS/MS-DOS,,,,,https://en.wikipedia.org/wiki/Tim_Paterson,unresearched,unverified_candidate,40pct high-yield founder: QDOS/MS-DOS
12,fe-113-12-brian-kernighan,Brian Kernighan,1942,Founder: Unix,,,,,https://en.wikipedia.org/wiki/Brian_Kernighan,unresearched,unverified_candidate,40pct high-yield founder: Unix
