candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-047-01-trish-millines-dziko,Trish Millines Dziko,,American software engineers,,,,,https://en.wikipedia.org/wiki/Trish_Millines_Dziko,unresearched,unverified_candidate,Wikipedia category: American software engineers
2,fe-047-02-sarah-allen-(software-developer),Sarah Allen (software developer),,American computer scientists,,,,,https://en.wikipedia.org/wiki/Sarah_Allen_(software_developer),unresearched,unverified_candidate,Wikipedia category: American computer scientists
3,fe-047-03-jessica-powell,Jessica Powell,,Google comms,,,,,https://en.wikipedia.org/wiki/Jessica_Powell,unresearched,unverified_candidate,Curated: Google comms
4,fe-047-04-frederic-lardinois,Frederic Lardinois,,tech writer,,,,,https://en.wikipedia.org/wiki/Frederic_Lardinois,unresearched,unverified_candidate,Curated: tech writer
5,fe-047-05-kurt-bollacker,Kurt Bollacker,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Kurt_Bollacker,unresearched,unverified_candidate,Wikipedia category: American computer scientists
6,fe-047-06-greg-maxwell,Greg Maxwell,,Bitcoin contributor,,,,,https://en.wikipedia.org/wiki/Greg_Maxwell,unresearched,unverified_candidate,Curated: Bitcoin contributor
7,fe-047-07-danny-crichton,Danny Crichton,,tech writer,,,,,https://en.wikipedia.org/wiki/Danny_Crichton,unresearched,unverified_candidate,Curated: tech writer
8,fe-047-08-michael-l.-kazar,Michael L. Kazar,,American software engineers,,,,,https://en.wikipedia.org/wiki/Michael_L._Kazar,unresearched,unverified_candidate,Wikipedia category: American software engineers
9,fe-047-09-ben-black,Ben Black,,tech engineer,,,,,https://en.wikipedia.org/wiki/Ben_Black,unresearched,unverified_candidate,Curated: tech engineer
10,fe-047-10-james-p.-anderson-jr.,James P. Anderson Jr.,,American computer scientists,,,,,https://en.wikipedia.org/wiki/James_P._Anderson_Jr.,unresearched,unverified_candidate,Wikipedia category: American computer scientists
11,fe-047-11-timothy-canham,Timothy Canham,,American software engineers,,,,,https://en.wikipedia.org/wiki/Timothy_Canham,unresearched,unverified_candidate,Wikipedia category: American software engineers
12,fe-047-12-mikhail-atallah,Mikhail Atallah,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Mikhail_Atallah,unresearched,unverified_candidate,Wikipedia category: American computer scientists
