candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-064-01-anima-anandkumar,Anima Anandkumar,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Anima_Anandkumar,unresearched,unverified_candidate,Wikipedia category: American computer scientists
2,fe-064-02-michael-birck,Michael Birck,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Michael_Birck,unresearched,unverified_candidate,Wikipedia category: American technology company founders
3,fe-064-03-franck-cappello,Franck Cappello,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Franck_Cappello,unresearched,unverified_candidate,Wikipedia category: American computer scientists
4,fe-064-04-nikita-bier,Nikita Bier,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Nikita_Bier,unresearched,unverified_candidate,Wikipedia category: American technology company founders
5,fe-064-05-palm-founder,Palm founder,,tech founder,,,,,https://en.wikipedia.org/wiki/Palm_founder,unresearched,unverified_candidate,Curated: tech founder
6,fe-064-06-chris-lattner,Chris Lattner,1978,LLVM/Swift creator,,,,,https://en.wikipedia.org/wiki/Chris_Lattner,unresearched,unverified_candidate,Curated: LLVM/Swift creator
7,fe-064-07-allison-parrish,Allison Parrish,,American software engineers,,,,,https://en.wikipedia.org/wiki/Allison_Parrish,unresearched,unverified_candidate,Wikipedia category: American software engineers
8,fe-064-08-frederick-lenz,Frederick Lenz,,American software engineers,,,,,https://en.wikipedia.org/wiki/Frederick_Lenz,unresearched,unverified_candidate,Wikipedia category: American software engineers
9,fe-064-09-christoph-bregler,Christoph Bregler,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Christoph_Bregler,unresearched,unverified_candidate,Wikipedia category: American computer scientists
10,fe-064-10-sylvain-gugger,Sylvain Gugger,,fast.ai researcher,,,,,https://en.wikipedia.org/wiki/Sylvain_Gugger,unresearched,unverified_candidate,Curated: fast.ai researcher
11,fe-064-11-sean-egan,Sean Egan,,American software engineers,,,,,https://en.wikipedia.org/wiki/Sean_Egan,unresearched,unverified_candidate,Wikipedia category: American software engineers
12,fe-064-12-eric-schiermeyer,Eric Schiermeyer,,Zynga founder,,,,,https://en.wikipedia.org/wiki/Eric_Schiermeyer,unresearched,unverified_candidate,Curated: Zynga founder
